"expression","reading","meaning","tags","guid","meaning_vi"
"枚数","まいすう","the number of flat things","JLPT JLPT_2","txIx.*SQ<<","số lượng vật phẳng"
"毎度","まいど","each time, common service-sector greeting","JLPT JLPT_2","tNEeyhC?CO","mỗi lần, lời chào khu vực dịch vụ chung"
"まく","まく","to wind, to coil, to roll","JLPT JLPT_2","HX*jvL+{?S","cuốn, cuộn, cuộn"
"枕","まくら","pillow","JLPT JLPT_2","r:aSt_cmjW","cái gối"
"曲げる","まげる","to bend, to crook, to lean","JLPT JLPT_2","c^Y!O@AS0!","uốn cong, uốn cong, nghiêng"
"まごまご","まごまご","confused, be at a loss","JLPT JLPT_2","fsndtXo3d3","bối rối, bối rối"
"摩擦","まさつ","friction; rubbing; chafe","JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese","s]MF/PuI>5","ma sát; cọ xát; sự khó chịu"
"まざる","まざる","to be mixed, to be blended with, to associate with","JLPT JLPT_2","jl4iD/OMQ)","trộn lẫn, hòa quyện với, liên kết với"
"まじる","まじる","to be mixed, to be blended with, to associate with","JLPT JLPT_2","tA}W)>X]v|","trộn lẫn, hòa quyện với, liên kết với"
"マスク","マスク","mask","JLPT JLPT_2","C!G`yaEZpC","mặt nạ"
"まぜる","まぜる","to mix, to stir","JLPT JLPT_2","N2_f#cqR]>","trộn, khuấy"
"またぐ","またぐ","to straddle","JLPT JLPT_2","MVE!gLhDn<","ngồi trên chân"
"跨ぐ","またぐ","to step over/across, to stride over/across, to cross to stretch over, to span, to bridge, to saddle, to straddle","JLPT JLPT_2","G1zbrDd=1y","bước qua/băng qua, sải bước qua/băng qua, vượt qua, vượt qua, vượt qua, bắc cầu, yên ngựa, cưỡi ngựa"
"待合室","まちあいしつ","waiting room","JLPT JLPT_2","K=0IrWVZf4","phòng chờ"
"待ち合わせる","まちあわせる","to rendezvous, to meet at a prearranged place and time","JLPT JLPT_2","ba8vXTF^0z","hẹn gặp, gặp nhau ở địa điểm và thời gian đã định trước"
"街角","まちかど","street corner","JLPT JLPT_2","Qdd<k6I!B.","góc phố"
"真っ暗","まっくら","total darkness","JLPT JLPT_2","L9D&pF9do3","bóng tối hoàn toàn"
"真っ黒","まっくろ","pitch black","JLPT JLPT_2","uf8qa)}H~~","đen tuyền"
"真っ青","まっさお","deep blue, ghastly pale","JLPT JLPT_2","O<9;wBZ~L0","xanh thẳm, xanh xao khủng khiếp"
"真っ先","まっさき","foremost, beginning","JLPT JLPT_2","J/q2ej|!r|","trước hết, bắt đầu"
"真っ白","まっしろ","pure white","JLPT JLPT_2","J6?OmtkLVX","màu trắng tinh khiết"
"祭る","まつる","to deify, to enshrine","JLPT JLPT_2","GdV0$T|dnJ","thần thánh hóa, tôn thờ"
"窓口","まどぐち","(ticket) window","JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese","xdz)^i]j;[","(vé) cửa sổ"
"真似る","まねる","to mimic, to imitate","JLPT JLPT_2","uJZVzYu2Ry","bắt chước, bắt chước"
"まぶた","まぶた","eyelids","JLPT JLPT_2","G%BvRagvhI","mí mắt"
"マフラー","マフラー","a winter scarf","JLPT_2 JLPT Genki_Ln.14 Genki","Q87-B${@Jc","một chiếc khăn mùa đông"
"間も無く","まもなく","soon, in a short time","JLPT JLPT_2","vaV9T=MxPD","sớm thôi, trong một thời gian ngắn"
"間もなく","まもなく","soon, shortly, before long, in a short time, in a little while","JLPT JLPT_2","yu:b9)h!u&","chẳng bao lâu, chẳng bao lâu, chẳng bao lâu, trong một thời gian ngắn, một lát nữa"
"マラソン","マラソン","marathon","JLPT JLPT_2","x1bZ*0{Jmx","maratông"
"稀","まれ","rare, seldom","JLPT JLPT_2","fI}bUBDb~F","hiếm có, hiếm có"
"回り道","まわりみち","detour","JLPT JLPT_2","EmJ?soVNP8","đi đường vòng"
"満員","まんいん","full house, no vacancy, sold out","JLPT JLPT_2","lNFNyW1^.O","nhà đầy đủ, không còn chỗ trống, đã bán hết"
"マンション","マンション","multistory apartment house, condominium","JLPT_2 JLPT Genki_Ln.14 Genki","BK;@JartEg","nhà chung cư nhiều tầng, chung cư"
"満点","まんてん","perfect score","JLPT JLPT_2","wMe[}41xth","điểm tuyệt đối"
"未～","み～","not yet ~","JLPT JLPT_2","jlo$?jcv~p","chưa ~"
"見上げる","みあげる","to look up at, to admire","JLPT JLPT_2","f/_Ecz_n}6","ngước lên nhìn, ngưỡng mộ"
"見送る","みおくる","to see off; to escort; to let pass","JLPT JLPT_2","k=}(8{DG3E","tiễn đi; hộ tống; để vượt qua"
"見下ろす","みおろす","to overlook, to look down on something","JLPT JLPT_2","J,1|nmvT6*","bỏ qua, nhìn xuống cái gì đó"
"見掛け","みかけ","outward appearance","JLPT JLPT_2","M{6UR7>ns)","hình dáng bên ngoài"
"三日月","みかづき","crescent moon","JLPT JLPT_2","oy@Fx($<,|","trăng lưỡi liềm"
"岬","みさき","cape (on coast)","JLPT JLPT_2","mse@aZCB{~","mũi đất (trên bờ biển)"
"みじめ","みじめ","sad, pitiful, wretched","JLPT JLPT_2","yJ1{6!ct=e","buồn, đáng thương, khốn khổ"
"惨めな","みじめな","miserable, wretched, unhappy, sad, pitiable","JLPT JLPT_2","N0/%L2iZ-/","khốn khổ, khốn khổ, khốn khổ, đáng thương, đáng thương"
"ミシン","ミシン","sewing machine","JLPT JLPT_2","d1j}k[P`go","máy may"
"自ら","みずから","for one's self, personally","JLPT JLPT_2","Jm|Fujfl1c","cho bản thân, cá nhân"
"水着","みずぎ","bathing suit (woman's)","JLPT JLPT_2","o%MGb.}$^_","đồ tắm (của phụ nữ)"
"店屋","みせや","store, shop","JLPT JLPT_2","vv#zIkIc#p","cửa hàng, cửa hàng"
"見出し","みだし","heading, index","JLPT JLPT_2","H76Ot%CaXm","tiêu đề, mục lục"
"道順","みちじゅん","itinerary, route","JLPT JLPT_2","e.TVg<fHh^","hành trình, lộ trình"
"みっともない","みっともない","shameful, indecent","JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11","NM_z!JuhP7","đáng xấu hổ, không đứng đắn"
"見詰める","みつめる","to stare at, to gaze at","JLPT JLPT_2","ggyxS%fcH3","nhìn chằm chằm vào, nhìn chằm chằm vào"
"見直す","みなおす","to look over again, to review","JLPT JLPT_2","i4L<t=G)#$","nhìn lại, xem xét lại"
"見慣れる","みなれる","to become used to seeing, to be familiar with","JLPT JLPT_2","L|*x29{!8`","trở nên quen với việc nhìn thấy, làm quen với"
"醜い","みにくい","ugly","JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese",">3rAC]n#o","xấu xí"
"実る","みのる","to bear fruit, to ripen","JLPT JLPT_2","s?siXG_F6O","kết trái, chín"
"身分","みぶん","position, status","JLPT JLPT_2","QAgzyPeRRn","vị trí, trạng thái"
"見本","みほん","sample","JLPT JLPT_2","AWma@Eod@B","vật mẫu"
"見舞う","みまう","to ask after (health), to visit","JLPT JLPT_2","zTV4Yost{h","hỏi thăm (sức khỏe), thăm viếng"
"未満","みまん","less than, insufficient","JLPT JLPT_2","nt1s0!NVdz","ít hơn, không đủ"
"名字","みょうじ","surname, family name","JLPT JLPT_2","Ew6=${R8,S","họ, họ"
"ミリ (メートル)","ミリ (メートル)","milli-","JLPT JLPT_2","kM;@-}8}0R","mili-"
"診る","みる","to examine (medically)","JLPT JLPT_2","q@#,?h7tBf","để kiểm tra (về mặt y tế)"
"民間","みんかん","private, civilian","JLPT JLPT_2","vv3cePKnIT","tư nhân, dân sự"
"民主～","みんしゅ～","democratic","JLPT JLPT_2","K3~5HUQIAM","dân chủ"
"民謡","みんよう","folk song, popular song","JLPT JLPT_2","pP&9kI-fbS","dân ca, bài hát dân gian"
"無限","むげん","infinite","JLPT JLPT_2","gDON}p~:3b","vô hạn"
"無地","むじ","plain","JLPT JLPT_2","o<F6#GtsCJ","đơn giản"
"蒸し暑い","むしあつい","humid, sultry","JLPT JLPT_2","b:SYmm(y*W","ẩm ướt, oi bức"
"矛盾","むじゅん","contradiction, inconsistency","JLPT JLPT_2","o%DtBbl{ew","sự mâu thuẫn, sự không nhất quán"
"無数","むすう","countless number, infinite number","JLPT JLPT_2","CTm.Li6V%.","vô số, vô số"
"紫","むらさき","purple color, violet","JLPT JLPT_2","L>.R5hInn&","màu tím, màu tím"
"群れ","むれ","crowd, flock, herd","JLPT JLPT_2","B_zh7-tRm8","đám đông, đàn, đàn"
"姪","めい","niece","JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese","kEuo{su[^Q","cháu gái"
"名～","めい～","famous ~","JLPT JLPT_2","Ojv<[]|SWz","nổi tiếng ~"
"名作","めいさく","masterpiece","JLPT JLPT_2","h/LK6GJnNJ","kiệt tác"
"名詞","めいし","noun","JLPT JLPT_2","iPorDGRE(|","danh từ"
"名刺","めいし","business card","JLPT JLPT_2","z;/559u$MG","danh thiếp"
"名所","めいしょ","famous place","JLPT JLPT_2","n}/wr4@6m|","nơi nổi tiếng"
"迷信","めいしん","superstition","JLPT JLPT_2","p|p0h,n7H0","sự mê tín"
"命ずる","めいずる","to command, to appoint","JLPT JLPT_2","Qc}ueJ@_WT","chỉ huy, bổ nhiệm"
"名物","めいぶつ","famous product, special product, speciality","JLPT JLPT_2","q76$d]Uuar","sản phẩm nổi tiếng, sản phẩm đặc biệt, đặc sản"
"銘々","めいめい","each, individual","JLPT JLPT_2","N3.+yn]5jC","mỗi, cá nhân"
"恵まれる","めぐまれる","to be blessed with, to be rich in","JLPT JLPT_2","s!Z[_1,-&j","được ban phước, trở nên giàu có"
"巡る","めぐる","to go around","JLPT JLPT_2","GKyShII|t^","đi vòng quanh"
"目指す","めざす","to aim at, to have an eye on","JLPT JLPT_2","oG%j5iiHnk","để nhắm vào, để mắt đến"
"目覚し","めざまし","alarm-clock","JLPT JLPT_2","d0&ePwjG0x","đồng hồ báo thức"
"目下","めした","at present, now","JLPT JLPT_2","K0{dBA~W!9","hiện tại, bây giờ"
"目印","めじるし","mark, sign, landmark","JLPT JLPT_2","q`zWJQ:%c#","dấu hiệu, dấu hiệu, cột mốc"
"目立つ","めだつ","to be conspicuous, to stand out","JLPT JLPT_2","tk[T8cc59E","trở nên dễ thấy, nổi bật"
"めちゃくちゃ","めちゃくちゃ","absurd, messed up, wrecked","JLPT JLPT_2","uO5)`QU0vj","vô lý, lộn xộn, hư hỏng"
"めっきり","めっきり","remarkably","JLPT JLPT_2","wL+5c9k~v,","đáng chú ý"
"めでたい","めでたい","happy, propitious, joyous","JLPT JLPT_2","sd<5h;im*g","vui vẻ, thuận lợi, vui vẻ"
"メニュー","メニュー","menu","JLPT Intermediate_Japanese JLPT_2 Intermediate_Japanese_Ln.6 Genki_Ln.2 Genki","Qb[M(zgy5[","thực đơn"
"めまい","めまい","dizziness, giddiness","JLPT JLPT_2","w[+/szbGSa","chóng mặt, chóng mặt"
"目安","めやす","criterion, aim","JLPT JLPT_2","BF>,#hrn[;","tiêu chí, mục đích"
"免税","めんぜい","tax exemption","JLPT JLPT_2","ED4QKkxoOi","miễn thuế"
"面積","めんせき","area","JLPT JLPT_2","nvFYwK_.$V","khu vực"
"面接","めんせつ","interview","JLPT JLPT_2","G{,..f)t;T","phỏng vấn"
"面倒臭い","めんどうくさい","bother to do, tiresome","JLPT JLPT_2","v_H;=Sw:>n","bận tâm để làm, mệt mỏi"
"モーター","モーター","motor","JLPT JLPT_2","wBaq,e|KHL","động cơ"
"儲かる","もうかる","to be profitable, to yield a profit","JLPT JLPT_2","x^)#,>iTuV","mang lại lợi nhuận, mang lại lợi nhuận"
"儲ける","もうける","to earn, to have (bear, beget) a child","JLPT JLPT_2","knorMFQjZa","kiếm được, có (sinh ra, sinh ra) một đứa con"
"申し訳ない","もうしわけない","inexcusable, I am sorry","JLPT JLPT_2","hK_t:TVUx-","không thể tha thứ được, tôi xin lỗi"
"木材","もくざい","lumber, timber, wood","JLPT JLPT_2","p])fTiJgeI","gỗ, gỗ, gỗ"
"目次","もくじ","table of contents","JLPT JLPT_2","M+OIm~SY-.","mục lục"
"潜る","もぐる","to dive, to pass through; to evade, to hide","JLPT JLPT_2","qj|MaKX?5J","lặn, đi qua; trốn tránh, trốn tránh"
"もしかしたら","もしかしたら","perhaps, maybe, by some chance","JLPT JLPT_2","j:FmHM43yb","có lẽ, có lẽ, tình cờ nào đó"
"もたれる","もたれる","to lean against, to lean on","JLPT JLPT_2","Qh6t6//2Z$","dựa vào, dựa vào"
"凭れる","もたれる","to lean against, to lean on, to recline on","JLPT JLPT_2","fLRY=%%+A3","dựa vào, dựa vào, dựa vào"
"モダン","モダン","modern","JLPT JLPT_2","N5!.;_=H-k","hiện đại"
"餅","もち","sticky rice cake","JLPT JLPT_2","OEgIoQ4(`q","bánh nếp"
"モデル","モデル","a fashion model","JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese","hjD+7m/[]w","một người mẫu thời trang"
"元々","もともと","originally, by nature, from the start","JLPT JLPT_2","u[5ChLTTM_","ban đầu, theo bản chất, ngay từ đầu"
"物置","ものおき","storage room","JLPT JLPT_2","JX]1h3C@-y","phòng lưu trữ"
"物語る","ものがたる","to tell, to indicate","JLPT JLPT_2","M5^N%-Zkc~","để nói, để chỉ ra"
"物差し","ものさし","ruler, measure","JLPT JLPT_2","c.4G}[6Jdw","thước kẻ, thước đo"
"物凄い","ものすごい","earth-shattering, staggering, to a very great extent","JLPT JLPT_2","P17Ihw(4J*","làm rung chuyển trái đất, đáng kinh ngạc, ở một mức độ rất lớn"
"モノレール","モノレール","monorail","JLPT JLPT_2","l0q)O[^}S)","đường ray đơn"
"紅葉","もみじ","(Japanese) maple","JLPT JLPT_2","hx<2A]~{T*","(tiếng Nhật) cây phong"
"揉む","もむ","to rub, to crumple (up), to wrinkle","JLPT JLPT_2","0PUyW_0#W","chà xát, vò nát (lên), làm nhăn"
"もやす","もやす","to burn","JLPT JLPT_2","r6}Dz{1iu]","đốt cháy"
"催し","もよおし","event, festivities, function","JLPT JLPT_2","EIU(L,`^Eh","sự kiện, lễ hội, chức năng"
"盛る","もる","to serve (food); to fill up; to prescribe","JLPT JLPT_2","N]CqJA)#E%","phục vụ (thức ăn); để lấp đầy; kê đơn"
"問答","もんどう","questions and answers, dialogue","JLPT JLPT_2","A@X}Rt9?ZV","hỏi đáp, đối thoại"
"やかましい","やかましい","to be fussy, to be overly critical","JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11","K^1j<(hE_K","cầu kỳ, phê phán quá mức"
"喧しい","やかましい","noisy, loud, clamorous, boisterous","JLPT JLPT_2","Pemm{hE0w}","ồn ào, huyên náo, ầm ĩ, huyên náo"
"夜間","やかん","at night, nighttime","JLPT JLPT_2","l-mqt6Hx:l","vào ban đêm, ban đêm"
"やかん","やかん","kettle","JLPT JLPT_2","tkW,zBf(b9","ấm đun nước"
"やかん","やかん","kettle","JLPT JLPT_2","tkW,zBf(b9","ấm đun nước"
"役者","やくしゃ","actor","JLPT JLPT_2","v7(WAy>oTx","diễn viên"
"役所","やくしょ","government office, public office","JLPT JLPT_2","tYh<Y-yS(<","văn phòng chính phủ, văn phòng công cộng"
"役人","やくにん","government official","JLPT JLPT_2","fB!QQWF_/~","quan chức chính phủ"
"薬品","やくひん","medicine(s), chemical(s)","JLPT JLPT_2","B95{D=Mv7A","thuốc, hóa chất"
"役目","やくめ","duty, business","JLPT JLPT_2","eJf:#JG.ri","nhiệm vụ, kinh doanh"
"火傷","やけど","burn, scald","JLPT JLPT_2","7I)hC`TW?","đốt, bỏng nước"
"夜行","やこう","night train, night travel","JLPT JLPT_2","y;lSnX%t,>","tàu đêm, du lịch đêm"
"矢印","やじるし","directing arrow","JLPT JLPT_2","An<(bJl4^{","mũi tên chỉ đạo"
"やたらに","やたらに","randomly, recklessly, blindly","JLPT JLPT_2","D]ow_1`[wN","ngẫu nhiên, liều lĩnh, mù quáng"
"薬局","やっきょく","pharmacy, drugstore","JLPT JLPT_2","N194=aZ:d#","hiệu thuốc, hiệu thuốc"
"やっつける","やっつける","to attack (an enemy), to beat, to finish off","JLPT JLPT_2","l@9):k=!@X","tấn công (kẻ thù), đánh bại, kết liễu"
"やっぱり","やっぱり","after all, anyway","Genki_Ln.17 JLPT JLPT_2 Genki","wZ<[J,i02f","xét cho cùng, dù sao đi nữa"
"家主","やぬし","landlord","JLPT JLPT_2","DUdGHLB_/_","chủ nhà"
"破く","やぶく","to tear","JLPT JLPT_2","sH>!N}Nah~","xé"
"やむをえない","やむをえない","cannot be helped, unavoidable","JLPT JLPT_2","h@Tq3wqB9&","không thể giúp được, không thể tránh khỏi"
"軟らかい","やわらかい","soft, tender, limp","JLPT JLPT_2","I1/=F(E;;H","mềm mại, dịu dàng, khập khiễng"
"遊園地","ゆうえんち","amusement park","JLPT JLPT_2","dC>55R1XHE","công viên giải trí"
"夕刊","ゆうかん","evening paper","JLPT JLPT_2","G?pT?]klj{","báo buổi tối"
"友好","ゆうこう","friendship","JLPT JLPT_2","qSk@+t:._p","tình bạn"
"郵送","ゆうそう","mailing","JLPT JLPT_2","pak,%]0,3<","gửi thư"
"夕立","ゆうだち","(sudden) evening shower (rain)","JLPT JLPT_2","FOO]a;xGYZ","(đột ngột) cơn mưa chiều (mưa)"
"夕日","ゆうひ","(in) the evening sun, setting sun","JLPT JLPT_2","BF*@*C-(FW","(trong) mặt trời chiều, mặt trời lặn"
"悠々","ゆうゆう","quiet, calm, leisurely","JLPT JLPT_2","H<2A&m;&q9","yên tĩnh, bình tĩnh, nhàn nhã"
"有料","ゆうりょう","admission-paid, toll","JLPT JLPT_2","tT[a^[Mtvi","nhập học trả tiền, lệ phí"
"浴衣","ゆかた","bathrobe, informal summer kimono","JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese","h-?-L8Q|2u","áo choàng tắm, kimono mùa hè trang trọng"
"行方","ゆくえ","one's whereabouts","JLPT JLPT_2","P?=c#@orQc","nơi ở của một người"
"湯気","ゆげ","steam","JLPT JLPT_2","fcrd=}hEtO","hơi nước"
"輸血","ゆけつ","blood transfusion","JLPT JLPT_2","ui=5Rt>-i.","truyền máu"
"輸送","ゆそう","transport, transportation","JLPT JLPT_2","nl?PiUS:Q5","vận chuyển, vận chuyển"
"油断","ゆだん","negligence, unpreparedness","JLPT JLPT_2","L&`<@,Zftu","sự cẩu thả, sự thiếu chuẩn bị"
"湯飲み","ゆのみ","teacup","JLPT JLPT_2","s*/X<SI&g1","tách trà"
"湯飲","ゆのみ","teacup","JLPT JLPT_2","pwNMm0bu8j","tách trà"
"緩い","ゆるい","loose, lenient, slow","JLPT JLPT_2","f-=j^I>k%>","lỏng lẻo, khoan dung, chậm rãi"
"溶岩","ようがん","lava","JLPT JLPT_2","z`5eZ>DM,!","dung nham"
"容器","ようき","container, receptacle, vessel, packaging","JLPT JLPT_2","f536=$=S=m","thùng chứa, thùng chứa, thùng chứa, bao bì"
"用語","ようご","term, terminology","JLPT JLPT_2 Intermediate_Japanese_Ln.2 Intermediate_Japanese","q6%7}a8txx","thuật ngữ, thuật ngữ"
"要旨","ようし","gist, essentials, summary","JLPT JLPT_2","v/s,Hals&5","ý chính, cốt lõi, tóm tắt"
"幼児","ようじ","infant, baby, child","JLPT JLPT_2","Fb~|WLt[gi","trẻ sơ sinh, em bé, đứa trẻ"
"容積","ようせき","capacity, volume","JLPT JLPT_2","qn|]G/bN%y","công suất, khối lượng"
"幼稚","ようち","infancy, childish, infantile","JLPT JLPT_2","I1`Ngu(?)h","thơ ấu, trẻ con, trẻ con"
