"expression","reading","meaning","tags","guid","meaning_vi"
"不通","ふつう","blockade, interruption, stoppage","JLPT JLPT_2 JLPT_3","qN|Fjh.;To","phong tỏa, gián đoạn, đình chỉ"
"物価","ぶっか","(commodity/consumer) prices","JLPT Genki_Ln.13 Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6 Genki","ihU<14Ch9m","giá (hàng hóa/tiêu dùng)"
"ぶつかる","ぶつかる","to strike, to collide with","JLPT JLPT_2 JLPT_3","l|QjAIGc3_","tấn công, va chạm với"
"ぶつける","ぶつける","to knock, to strike hard, to hit and attack","JLPT JLPT_2 JLPT_3","F|EgJ%pFG_","đánh, đánh mạnh, đánh và tấn công"
"物質","ぶっしつ","material, substance","JLPT JLPT_2 JLPT_3","Au^iDD.N(f","chất liệu, chất liệu"
"物理","ぶつり","physics","JLPT JLPT_2 JLPT_3","vOwM[uj*81","vật lý"
"筆","ふで","writing brush","JLPT JLPT_2 JLPT_3","AAA2r[Yuck","bàn chải viết"
"ふと","ふと","suddenly, accidentally, incidentally","JLPT JLPT_2 JLPT_3","ueC<>j12PB","đột nhiên, tình cờ, tình cờ"
"部分","ぶぶん","portion, section, part","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12","iSJ`*:5M,+","phần, phần, phần"
"不平","ふへい","complaint, discontent, dissatisfaction","JLPT JLPT_2 JLPT_3","xl2t9%M;*h","phàn nàn, bất bình, không hài lòng"
"不満","ふまん","dissatisfaction, discontent, complaints","JLPT JLPT_2 JLPT_3","I5+Cu{SM(2","sự bất mãn, sự bất mãn, sự phàn nàn"
"増やす","ふやす","to increase (v.t.), to add to","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14","Ar(_{MW+^n","tăng (v.t.), thêm vào"
"殖やす","ふやす","to increase, to add to","JLPT JLPT_2 JLPT_3","yaa{zbSv|8","tăng lên, thêm vào"
"プラス","プラス","plus","JLPT JLPT_2 JLPT_3","IhKRA}1l&s","cộng thêm"
"プラスチック","プラスチック","plastic","JLPT JLPT_2 JLPT_3","fkV!PD4#0R","nhựa"
"プラン","プラン","plan","JLPT JLPT_2 JLPT_3","E)+h>:kQ+P","kế hoạch"
"不利","ふり","disadvantage, drawback","JLPT JLPT_2 JLPT_3","uWj1Y*sKn!","nhược điểm, nhược điểm"
"振る","ふる","to wave, to shake; to sprinkle; to cast (actor)","JLPT JLPT_2 JLPT_3","re,?~GZ/4O","vẫy, lắc; rắc; tuyển diễn viên (diễn viên)"
"震える","ふるえる","to shiver, to shake, to quake","JLPT JLPT_2 JLPT_3","E(?h_-A^M,","rung chuyển, rung chuyển, rung chuyển"
"ブレーキ","ブレーキ","a brake","JLPT JLPT_2 JLPT_3","J$]6GJ*G:F","một cái phanh"
"触れる","ふれる","to touch, to feel, to violate","JLPT JLPT_2 JLPT_3","GdRl?vrR-7","chạm vào, cảm nhận, vi phạm"
"プロ","プロ","professional","JLPT JLPT_2 JLPT_3","r@c|.GwEZG","chuyên nghiệp"
"分","ぶん","dividing, part, segment","JLPT JLPT_2 JLPT_3","B<D}`v5/5#","chia, phần, đoạn"
"文","ぶん","sentence","JLPT JLPT_2 JLPT_3","rA-6gilLFb","câu"
"雰囲気","ふんいき","atmosphere (e.g., musical), mood, ambiance","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12","u~WAeLx^(1","bầu không khí (ví dụ, âm nhạc), tâm trạng, bầu không khí"
"分析","ぶんせき","analysis","JLPT JLPT_2 JLPT_3","BW:70ufQAS","Phân tích"
"文明","ぶんめい","civilization","JLPT JLPT_2 JLPT_3","sa[`h{Q=[9","nền văn minh"
"分野","ぶんや","field, sphere","JLPT JLPT_2 JLPT_3","H9@l-COvuo","cánh đồng, quả cầu"
"塀","へい","wall, fence","JLPT JLPT_2 JLPT_3","b`Q#tC3%LL","tường, hàng rào"
"平均","へいきん","equilibrium, balance, average","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5","Ipp8-,$Ihp","sự cân bằng, sự cân bằng, mức trung bình"
"平和","へいわ","peace","JLPT JLPT_2 JLPT_3","pDR:k1Uvab","hòa bình"
"別に","べつに","(not) particularly, nothing","JLPT JLPT_2 JLPT_3","N>j!Oh:%5^","(không) đặc biệt, không có gì"
"減らす","へらす","to decrease, to diminish","JLPT JLPT_2 JLPT_3","L|9vM+.g[_","giảm đi, giảm đi"
"減る","へる","to decrease (in size or number), to diminish","JLPT JLPT_2 JLPT_3","M^Mg^hFF~i","giảm (về kích thước hoặc số lượng), giảm bớt"
"ベルト","ベルト","Belt for western clothes","JLPT JLPT_2 JLPT_3","GTcb.}|Giw","Thắt lưng cho quần áo phương Tây"
"変化","へんか","change, variation, shift","JLPT JLPT_2 JLPT_3","j9UWX/@2ih","sự thay đổi, sự thay đổi, sự dịch chuyển"
"ペンキ","ペンキ","paint","JLPT JLPT_2 JLPT_3","DLO8LLG3|x","sơn"
"変更","へんこう","change, modification, alteration","JLPT JLPT_2 JLPT_3","bB&QqdWqmy","thay đổi, sửa đổi, thay đổi"
"ベンチ","ベンチ","bench","JLPT JLPT_2 JLPT_3","l,WHbG]2JH","băng ghế dự bị"
"弁当","べんとう","box lunch","JLPT JLPT_2 JLPT_3","zNBqv(&}s^","hộp cơm trưa"
"方","ほう","side","JLPT JLPT_2 JLPT_3","gma?L!#ps{","bên"
"法","ほう","Act (law: the X Act)","JLPT JLPT_2 JLPT_3","okCQ@hxlIS","Đạo luật (luật: Đạo luật X)"
"棒","ぼう","pole, rod, stick","JLPT JLPT_2 JLPT_3","funENr~TQC","cây sào, cây gậy, cây gậy"
"冒険","ぼうけん","risk, venture, adventure","JLPT JLPT_2 JLPT_3","Fyl;77x&X*","rủi ro, mạo hiểm, phiêu lưu"
"方向","ほうこう","direction, course, way","JLPT JLPT_2 JLPT_3","QgNti^#[oD","phương hướng, lộ trình, con đường"
"報告","ほうこく","report, information","JLPT JLPT_2 JLPT_3","y4Y?|#~uOX","báo cáo, thông tin"
"宝石","ほうせき","gem, jewel","JLPT JLPT_2 JLPT_3","Dj6XgRBu}x","đá quý, viên ngọc"
"包装","ほうそう","packing, wrapping","JLPT JLPT_2 JLPT_3","Otsl}ZzWXb","đóng gói, gói"
"豊富","ほうふ","abundance, plenty","JLPT JLPT_2 JLPT_3","Cs6%u[Qn0$","sự phong phú, nhiều"
"方法","ほうほう","method, means, technique","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","isN8<2KrA#","phương pháp, phương tiện, kỹ thuật"
"方々","ほうぼう","here and there, everywhere","JLPT JLPT_2 JLPT_3","wl^OUsh)0d","ở đây và ở đó, ở khắp mọi nơi"
"訪問","ほうもん","call, visit","JLPT JLPT_2 JLPT_3","hsC[X6BGUF","gọi điện, thăm"
"吠える","ほえる","to bark, to howl","JLPT JLPT_2 JLPT_3","r$WR%olfa6","sủa, hú"
"ボーイ","ボーイ","porter; boy","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6","Im8]7VT7{#","người khuân vác; con trai"
"ボート","ボート","rowing boat","JLPT JLPT_2 JLPT_3","xMp/lL<RR-","thuyền chèo"
"ホーム","ホーム","platform; home","JLPT JLPT_2 JLPT_3","EyGV_xL&38","nền tảng; trang chủ"
"ボール","ボール","ball; bowl","JLPT JLPT_3 JLPT_2 Genki_Ln.22 Genki","CO}gO)BA1a","quả bóng; cái bát"
"他","ほか","other (esp. places and things)","JLPT JLPT_2 JLPT_3","vw>|`^Bt^u","khác (đặc biệt là địa điểm và sự vật)"
"誇り","ほこり","pride","JLPT JLPT_2 JLPT_3","yj*)/<J;Jj","kiêu hãnh"
"埃","ほこり","dust","JLPT JLPT_2 JLPT_3","AO.~g!:dGf","bụi"
"保証","ほしょう","guarantee, assurance, warranty","JLPT JLPT_2 JLPT_3","oroU@#(;}/","sự đảm bảo, sự đảm bảo, sự bảo đảm"
"保存","ほぞん","preservation, conservation","JLPT JLPT_2 JLPT_3","hSWOh8}x1v","bảo tồn, bảo tồn"
"歩道","ほどう","walkway","JLPT JLPT_2 JLPT_3","oWq+gh5t1f","lối đi"
"仏","ほとけ","Buddha","JLPT JLPT_2 JLPT_3","r;K:#?B1W_","Phật"
"骨","ほね","bone","JLPT JLPT_2 JLPT_3","F)(n<tky^7","xương"
"炎","ほのお","flame","JLPT JLPT_2 JLPT_3","td^&#ApIPe","ngọn lửa"
"頬","ほほ","cheek (of face)","JLPT JLPT_2 JLPT_3","MW?sJAMVg:","má (của khuôn mặt)"
"頬","ほお","cheek (of face)","JLPT JLPT_2 JLPT_3","eOL%=W-J#7","má (của khuôn mặt)"
"ほぼ","ほぼ","almost, roughly","JLPT JLPT_2 JLPT_3","d^=kc;gm+o","gần như, đại khái"
"微笑む","ほほえむ","to smile","JLPT JLPT_2 JLPT_3","wVB=qNZz4J","mỉm cười"
"堀","ほり","moat, canal","JLPT JLPT_2 JLPT_3","FxbDaPc9#x","hào, kênh"
"濠","ほり","moat","JLPT JLPT_2 JLPT_3","tU(_Pmvb9R","hào nước"
"本当","ほんと","truth, reality","JLPT JLPT_2 JLPT_3","b&f5kLt[Ac","sự thật, thực tế"
"本人","ほんにん","the person himself","JLPT JLPT_2 JLPT_3","I0[E+qY%jw","bản thân người đó"
"本物","ほんもの","genuine article","JLPT JLPT_2 JLPT_3","yGED#ay|.7","bài viết chính hãng"
"ぼんやり","ぼんやり","dim, faint, vague","JLPT JLPT_2 JLPT_3","Bu_{)ZzPr#","lờ mờ, mờ nhạt, mơ hồ"
"間","ま","space, room, pause","JLPT JLPT_2 JLPT_3","_MKZD^wW5","không gian, phòng, tạm dừng"
"まあ","まあ","well (used when making a modest or hesitant statement)","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","gK]=+G-`a3","well (dùng khi đưa ra một câu nói khiêm tốn hoặc do dự)"
"マーケット","マーケット","market","JLPT JLPT_2 JLPT_3","z,Yj6>]ZS]","chợ"
"マイク","マイク","mic","JLPT JLPT_2 JLPT_3","r0v`jqD@%T","micrô"
"迷子","まいご","lost (stray) child","JLPT JLPT_2 JLPT_3","FT#CRKr^or","đứa trẻ bị lạc (đi lạc)"
"マイナス","マイナス","minus","JLPT JLPT_2 JLPT_3","d7Qaj7)8Wq","trừ đi"
"任せる","まかせる","to entrust to another, to leave to","JLPT JLPT_2 JLPT_3","L[Sv^|TveX","giao phó cho người khác, để lại cho"
"巻く","まく","to wind, to coil, to roll","JLPT JLPT_2 JLPT_3","bZ[[^glA1W","cuốn, cuộn, cuộn"
"蒔く","まく","to sow (seeds)","JLPT JLPT_2 JLPT_3","H=Zk$-##fv","gieo (hạt giống)"
"撒く","まく","to scatter, to sprinkle, to sow","JLPT JLPT_2 JLPT_3","elIwgF9#tO","rải, rắc, gieo"
"幕","まく","curtain, act (in play)","JLPT JLPT_2 JLPT_3","p/poyGf`R=","bức màn, hành động (trong vở kịch)"
"負け","まけ","defeat, loss","JLPT JLPT_2 JLPT_3","Gm;-Q!$V98","thất bại, thua cuộc"
"孫","まご","grandchild","JLPT JLPT_2 JLPT_3","IHHk^Ab_ve","cháu nội"
"まさか","まさか","by no means","JLPT JLPT_2 JLPT_3","M*J/_!BP[F","không có cách nào"
"まさに","まさに","correctly, surely","JLPT JLPT_2 JLPT_3","PW-SB}B+g9","đúng, chắc chắn"
"混ざる","まざる","to be mixed, to mingle with","JLPT JLPT_2 JLPT_3","r;?[!)ts`(","được trộn lẫn, trộn lẫn với"
"交ざる","まざる","to be mixed, to mingle with","JLPT JLPT_2 JLPT_3","4K$w~U;He","được trộn lẫn, trộn lẫn với"
"混じる","まじる","to be mixed, to mingle with","JLPT JLPT_2 JLPT_3","d#EkI,dbkR","được trộn lẫn, trộn lẫn với"
"交じる","まじる","to be mixed, to mingle with","JLPT JLPT_2 JLPT_3","Ek]^@FM&X:","được trộn lẫn, trộn lẫn với"
"増す","ます","to increase, to gain","JLPT JLPT_2 JLPT_3","igA/Wx5uJY","tăng lên, đạt được"
"貧しい","まずしい","poor, needy","JLPT JLPT_2 JLPT_3","yhxCEWNSqv","nghèo, thiếu thốn"
"マスター","マスター","bar owner, master (e.g., arts, science)","JLPT JLPT_2 JLPT_3","wPc=w@;W9x","chủ quán bar, bậc thầy (ví dụ: nghệ thuật, khoa học)"
"ますます","ますます","increasingly (same as もっと), more and more","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9","tuWAGYc>]J","ngày càng nhiều (giống như もっと), ngày càng nhiều"
"混ぜる","まぜる","to mix, to stir","JLPT JLPT_2 JLPT_3","J@;szQ>5H7","trộn, khuấy"
"交ぜる","まぜる","to be mixed, to be blended with","JLPT JLPT_2 JLPT_3","PxviWu8b^f","được trộn lẫn, được trộn lẫn với"
"街","まち","town; street, road","JLPT JLPT_2 JLPT_3","HfD?AV.2#Q","thị trấn; đường phố, đường"
"間違い","まちがい","mistake","JLPT Genki_Ln.19 JLPT_3 JLPT_2 Genki","BDS-:};NM$","sai lầm"
"松","まつ","pine tree","JLPT JLPT_2 JLPT_3","q{u(t.GeD(","cây thông"
"真っ赤","まっか","deep red, flushed (of face)","JLPT JLPT_2 JLPT_3","NaIP;.$n/b","đỏ thẫm, đỏ bừng (mặt)"
"全く","まったく","really, completely","JLPT JLPT_2 JLPT_3","N~j_lRE~H>","thực sự, hoàn toàn"
"祭","まつり","festival, feast","JLPT JLPT_2 JLPT_3","b~w=W0;TL7","lễ hội, lễ hội"
"まとまる","まとまる","to be collected, to be settled, to be in order","JLPT JLPT_2 JLPT_3","x(|HBhj.8","được thu thập, được giải quyết, được sắp xếp theo thứ tự"
"まとめる","まとめる","to put in order, to collect, to bring to a conclusion","JLPT JLPT_2 JLPT_3","iFaV|KCNxw","sắp xếp, thu thập, đưa ra kết luận"
"学ぶ","まなぶ","to learn; to study","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8","E-![dvkug}","để học hỏi; học"
"真似","まね","mimicry, imitation, behavior","JLPT JLPT_2 JLPT_3","Ha/*s9C{]A","sự bắt chước, sự bắt chước, hành vi"
"招く","まねく","to invite","JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13","rQ0-*9mHkN","mời"
"まぶしい","まぶしい","dazzling, radiant","JLPT JLPT_2 JLPT_3","JQkYs:8mnj","rực rỡ, rực rỡ"
"柵","さく","fence, paling","JLPT_1 JLPT JLPT_3","y#vU&Fd{*`","hàng rào, hàng rào"
"裂ける","さける","to split, to tear, to burst","JLPT_1 JLPT JLPT_3","duhUDkU~WK","tách, xé, vỡ"
"裁く","さばく","to judge","JLPT_1 JLPT JLPT_3","xRke1sza<m","phán xét"
"酸化","さんか","oxidation","JLPT_1 JLPT JLPT_3","D1MP^#_z1B","quá trình oxy hóa"
"死","し","death, decease","JLPT_1 JLPT JLPT_3","t06OltNZyD","cái chết, cái chết"
"資格","しかく","qualifications, requirements, capabilities","JLPT_1 JLPT JLPT_3","wi++wC}pSU","trình độ, yêu cầu, khả năng"
"視覚","しかく","sense of sight, vision","JLPT_1 JLPT JLPT_3","E=/?Opn_[&","thị giác, tầm nhìn"
"指揮","しき","command, direction","JLPT_1 JLPT JLPT_3","I~OJZxTkqT","mệnh lệnh, chỉ đạo"
"磁気","じき","magnetism","JLPT_1 JLPT JLPT_3","c,aD*!!MOk","từ tính"
"磁器","じき","porcelain, china","JLPT_1 JLPT JLPT_3","Q82E>*!xNX","sứ, trung quốc"
"自己","じこ","self, oneself","JLPT_1 JLPT JLPT_3",":az?1DOih","bản thân, chính mình"
"字体","じたい","font, lettering","JLPT_1 JLPT JLPT_3","jz(I1Q*KVQ","phông chữ, dòng chữ"
"辞退","じたい","refusal","JLPT_1 JLPT JLPT_3","s^yuvY0jMN","từ chối"
"視点","してん","opinion, point of view, visual point","JLPT_1 JLPT JLPT_3","fg,X`JJ|Co","quan điểm, quan điểm, quan điểm trực quan"
"脂肪","しぼう","fat, grease","JLPT_1 JLPT JLPT_3","z48jHbiC_$","chất béo, dầu mỡ"
"志望","しぼう","wish, desire, ambition","JLPT_1 JLPT JLPT_3","r-E-GUEXsY","ước muốn, ước muốn, tham vọng"
"衆","しゅう","masses, people","JLPT_1 JLPT JLPT_3","rXpmbk8=bE","quần chúng, con người"
"住","じゅう","dwelling, living","JLPT_1 JLPT JLPT_3","Gr~DDJR6l}","ở, sinh sống"
"修飾","しゅうしょく","ornamentation; modification (gram)","JLPT_1 JLPT JLPT_3","O}Nr9R^}M5","trang trí; sửa đổi (gram)"
"私用","しよう","personal use, private business","JLPT_1 JLPT JLPT_3","BnE{ivc`n=","sử dụng cá nhân, kinh doanh cá nhân"
"仕様","しよう","way, method, specification","JLPT_1 JLPT JLPT_3","oE!*S&aFqD","cách thức, phương pháp, đặc điểm kỹ thuật"
"情","じょう","feelings, emotion, passion","JLPT_1 JLPT JLPT_3","bl3-{=5!X[","cảm xúc, cảm xúc, niềm đam mê"
"生涯","しょうがい","one's lifetime","JLPT_1 JLPT JLPT_3","Pie[%Re:m6","cuộc đời của một người"
"上司","じょうし","one's superior","JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.9","u|7SjLmC*W","một người vượt trội"
"正体","しょうたい","natural shape, one's true colors, true character","JLPT_1 JLPT JLPT_3","PK*KgnJaC","hình dáng tự nhiên, màu sắc thật sự, tính cách thật sự"
"照明","しょうめい","illumination","JLPT_1 JLPT JLPT_3","D&z&8>sgOU","chiếu sáng"
"女史","じょし","Ms.","JLPT_1 JLPT JLPT_3","b7C,wG{C22","Bệnh đa xơ cứng."
"助詞","じょし","(gram) particle(s), postposition","JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.13","MG<?XdN0,Z","(gram) hạt, hậu vị trí"
"ショック","ショック","shock","JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.4","Od5f@HtWc-","sốc"
"進行","しんこう","advance","JLPT_1 JLPT JLPT_3","i:ZPt9q4?b","nâng cao"
"新興","しんこう","rising, developing, emergent","JLPT_1 JLPT JLPT_3","e=XTe9$}W6","nổi lên, phát triển, nổi lên"
"振興","しんこう","promotion, encouragement","JLPT_1 JLPT JLPT_3","w.^ogJW1(4","khuyến khích, khuyến khích"
"申告","しんこく","report, statement","JLPT_1 JLPT JLPT_3","bpPy/Tdvi5","báo cáo, tuyên bố"
"真理","しんり","truth","JLPT_1 JLPT JLPT_3","o~g13?^$If","sự thật"
"水洗","すいせん","flushing","JLPT_1 JLPT JLPT_3","uGMalIYW7L","xả nước"
"ストレス","ストレス","stress","JLPT_1 JLPT JLPT_3",".v(A*gC%Q","nhấn mạnh"
"擦る","する","to rub, to chafe","JLPT_1 JLPT JLPT_3","BR[lU_Z<4K","chà xát, làm phiền"
"正規","せいき","regular, legitimate","JLPT_1 JLPT JLPT_3","qB)0/c?(Sj","thường xuyên, hợp pháp"
"精巧","せいこう","elaborate, delicate, exquisite","JLPT_1 JLPT JLPT_3","O4>$NE8IPr","công phu, tinh tế, tinh tế"
"精算","せいさん","exact calculation, adjustment","JLPT_1 JLPT JLPT_3","ovctUT)$>z","tính toán, điều chỉnh chính xác"
"成年","せいねん","majority, adult age","JLPT_1 JLPT JLPT_3","xePq0XBgP_","đa số, tuổi trưởng thành"
"声明","せいめい","declaration, statement, proclamation","JLPT_1 JLPT JLPT_3","B$[eh>:mkl","lời tuyên bố, lời tuyên bố, lời tuyên bố"
"姓名","せいめい","full name","JLPT_1 JLPT JLPT_3","C]0w+PhetE","tên đầy đủ"
"生理","せいり","physiology, menses","JLPT_1 JLPT JLPT_3","f73PQXWx7=","sinh lý, kinh nguyệt"
"節","せつ","when, if; section; clause","JLPT_1 JLPT JLPT_3","oxQV.29qE;","khi nào, nếu; phần; điều khoản"
"膳","ぜん","(small) table, tray, meal","JLPT_1 JLPT JLPT_3","p1wC]g~$`W","(nhỏ) bàn, khay, bữa ăn"
"禅","ぜん","Zen (Buddhism)","JLPT_1 JLPT JLPT_3","iyz0<Gw>w^","Thiền (Phật giáo)"
"選挙","せんきょ","election","JLPT JLPT_1 JLPT_3 Genki_Ln.23 Genki","E:w+vZ=[*,","cuộc bầu cử"
"先行","せんこう","preceding, going first","JLPT_1 JLPT JLPT_3","H}S`T5a4|Z","đi trước, đi trước"
"選考","せんこう","selection, screening","JLPT_1 JLPT JLPT_3","f>TTKs[_O7","tuyển chọn, sàng lọc"
"相","そう","aspect, phase, countenance","JLPT_1 JLPT JLPT_3","uspMV-,ze1","khía cạnh, giai đoạn, diện mạo"
"沿う","そう","to run along, to follow","JLPT_1 JLPT JLPT_3","p/frNLfSx`","chạy theo, đi theo"
"添う","そう","to accompany, to comply with","JLPT_1 JLPT JLPT_3","hF`[B^>-hS","đi cùng, tuân theo"
"僧","そう","monk, priest","JLPT_1 JLPT JLPT_3","yw]w|=zm=s","tu sĩ, linh mục"
"像","ぞう","statue, image","JLPT_1 JLPT JLPT_3","nI=^X@DZIN","bức tượng, hình ảnh"
"捜査","そうさ","search (esp. in criminal investigations, investigation)","JLPT_1 JLPT JLPT_3","uDX,}/x@{/","tìm kiếm (đặc biệt trong điều tra tội phạm, điều tra)"
"操縦","そうじゅう","management, control, manipulation","JLPT_1 JLPT JLPT_3","M>/Rq`boN-","quản lý, kiểm soát, thao túng"
"創造","そうぞう","creation","JLPT_1 JLPT JLPT_3","dp,2/)bOJR","sự sáng tạo"
"隊","たい","party, troops","JLPT_1 JLPT JLPT_3","oOV`L+=72#","đảng, quân đội"
"退学","たいがく","dropping out of school","JLPT_1 JLPT JLPT_3","A4yM&A#+4L","bỏ học"
"タイトル","タイトル","title","JLPT_1 JLPT JLPT_3","C>q:RF*.r8","tiêu đề"
"ダウン","ダウン","down","JLPT_1 JLPT JLPT_3","P@qEmViSUu","xuống"
"高まる","たかまる","to rise; to grow; to mount (v.i.)","JLPT Intermediate_Japanese JLPT_1 JLPT_3 Intermediate_Japanese_Ln.14","p=9SjD]i]q","tăng lên; phát triển; để gắn kết (v.i.)"
"断つ","たつ","to sever, to cut off","JLPT_1 JLPT JLPT_3","P?^bp-(y]k","cắt đứt, cắt đứt"
"盾","たて","shield","JLPT_1 JLPT JLPT_3","ol51jAu^|h","cái khiên"
"例え","たとえ","example; even though","JLPT_1 JLPT JLPT_3","vD1pJmAKj2","ví dụ; mặc dù"
