Unnamed: 0,word,type,cefr,phon_br,phon_n_am,definition,example,uk,us,meaning_vi
4403,representative,noun,b2,/ˌreprɪˈzentətɪv/,/ˌreprɪˈzentətɪv/,"a person who has been chosen to speak or vote for somebody else or for a group of people, or to take the place of somebody else",Our elected representatives in government should be doing something about this.,representative_uk.mp3,representative_us.mp3,đại diện
4404,reproduce,verb,c1,/ˌriːprəˈdjuːs/,/ˌriːprəˈduːs/,"to make a copy of a picture, piece of text, etc.",It is illegal to reproduce these worksheets without permission from the publisher.,reproduce_uk.mp3,reproduce_us.mp3,tái tạo
4405,reproduction,noun,c1,/ˌriːprəˈdʌkʃn/,/ˌriːprəˈdʌkʃn/,"the act or process of producing babies, young animals or plants",sexual reproduction,reproduction_uk.mp3,reproduction_us.mp3,sinh sản
4406,republic,noun,c1,/rɪˈpʌblɪk/,/rɪˈpʌblɪk/,a country that is governed by a president and politicians elected by the people and where there is no king or queen,newly independent republics,republic_uk.mp3,republic_us.mp3,cộng hòa
4407,reputation,noun,b2,/ˌrepjuˈteɪʃn/,/ˌrepjuˈteɪʃn/,"the opinion that people have about what somebody/something is like, based on what has happened in the past",to have a good/bad reputation,reputation_uk.mp3,reputation_us.mp3,danh tiếng
4408,request,noun,a2,/rɪˈkwest/,/rɪˈkwest/,the action of asking for something formally and politely; a thing that you formally ask for,"request for something, a request for information",request_uk.mp3,request_us.mp3,yêu cầu
4409,request,verb,b1,/rɪˈkwest/,/rɪˈkwest/,to ask for something or ask somebody to do something in a polite or formal way,"request something, She requested permission to film at the White House.",request_uk.mp3,request_us.mp3,yêu cầu
4410,require,verb,b1,/rɪˈkwaɪə(r)/,/rɪˈkwaɪər/,to need something; to depend on somebody/something,"require something, These pets require a lot of care and attention.",require_uk.mp3,require_us.mp3,yêu cầu
4411,requirement,noun,b2,/rɪˈkwaɪəmənt/,/rɪˈkwaɪərmənt/,something that you need or want,the basic requirements of life,requirement_uk.mp3,requirement_us.mp3,yêu cầu
4412,rescue,noun,b2,/ˈreskjuː/,/ˈreskjuː/,the act of saving somebody/something from a dangerous or difficult situation; the fact of being saved,We had given up hope of rescue.,rescue_uk.mp3,rescue_us.mp3,cứu hộ
4413,rescue,verb,b2,/ˈreskjuː/,/ˈreskjuː/,to save somebody/something from a dangerous or harmful situation,"rescue somebody/something from something/somebody, The coastguard rescued six people from the sinking boat.",rescue_uk.mp3,rescue_us.mp3,cứu hộ
4414,research,noun,a2,/rɪˈsɜːtʃ/,/ˈriːsɜːrtʃ/,"a careful study of a subject, especially in order to discover new facts or information about it",scientific/medical/academic research,research_uk.mp3,research_us.mp3,nghiên cứu
4415,research,verb,a2,/rɪˈsɜːtʃ/,/rɪˈsɜːrtʃ/,to study something carefully and try to discover new facts about it,"research (something), to research a topic/subject ",research_uk.mp3,research_us.mp3,nghiên cứu
4416,researcher,noun,a2,/rɪˈsɜːtʃə(r)/,/ˈriːsɜːrtʃər/,a person who studies something carefully and tries to discover new facts about it,European researchers say olive oil could help prevent cancer.,researcher_uk.mp3,researcher_us.mp3,nhà nghiên cứu
4417,resemble,verb,c1,/rɪˈzembl/,/rɪˈzembl/,to look like or be similar to another person or thing,She closely resembles her sister.,resemble_uk.mp3,resemble_us.mp3,giống
4418,reservation,noun,b1,/ˌrezəˈveɪʃn/,/ˌrezərˈveɪʃn/,"an arrangement for a seat on a plane or train, a room in a hotel, etc. to be kept for you",I'll call the restaurant and make a reservation.,reservation_uk.mp3,reservation_us.mp3,đặt chỗ
4419,reserve,noun,b2,/rɪˈzɜːv/,/rɪˈzɜːrv/,a supply of something that is available to be used in the future or when it is needed,cash/foreign currency reserves,reserve_uk.mp3,reserve_us.mp3,dự trữ
4420,reserve,verb,b2,/rɪˈzɜːv/,/rɪˈzɜːrv/,"to ask for a seat, table, room, etc. to be available for you or somebody else at a future time","reserve something for somebody/something, I'd like to reserve a table for three for eight o'clock.",reserve_uk.mp3,reserve_us.mp3,dự trữ
4421,reside,verb,c1,/rɪˈzaɪd/,/rɪˈzaɪd/,to live in a particular place,"He returned to Britain in 1939, having resided abroad for many years.",reside_uk.mp3,reside_us.mp3,cư trú
4422,residence,noun,c1,/ˈrezɪdəns/,/ˈrezɪdəns/,"a house, especially a large or impressive one","a desirable family residence for sale (= for example, in an advertisement)",residence_uk.mp3,residence_us.mp3,nơi cư trú
4423,resident,adjective,b2,/ˈrezɪdənt/,/ˈrezɪdənt/,living in a particular place,the town’s resident population (= not tourists or visitors),resident_uk.mp3,resident_us.mp3,cư dân
4424,resident,noun,b2,/ˈrezɪdənt/,/ˈrezɪdənt/,a person who lives in a particular place or who has their home there,a resident of the United States,resident_uk.mp3,resident_us.mp3,cư dân
4425,residential,adjective,c1,/ˌrezɪˈdenʃl/,/ˌrezɪˈdenʃl/,suitable for living in; consisting of houses rather than factories or offices,a quiet residential area,residential_uk.mp3,residential_us.mp3,nhà ở
4426,residue,noun,c1,/ˈrezɪdjuː/,/ˈrezɪduː/,a small amount of something that remains at the end of a process,pesticide residues in fruit and vegetables,residue_uk.mp3,residue_us.mp3,dư lượng
4427,resign,verb,b2,/rɪˈzaɪn/,/rɪˈzaɪn/,"to officially tell somebody that you are leaving your job, an organization, etc.",She was forced to resign due to ill health.,resign_uk.mp3,resign_us.mp3,từ chức
4428,resignation,noun,c1,/ˌrezɪɡˈneɪʃn/,/ˌrezɪɡˈneɪʃn/,the act of giving up your job or position; the occasion when you do this,a letter of resignation,resignation_uk.mp3,resignation_us.mp3,từ chức
4429,resist,verb,b2,/rɪˈzɪst/,/rɪˈzɪst/,to refuse to accept something and try to stop it from happening,"resist something, They are determined to resist pressure to change the law.",resist_uk.mp3,resist_us.mp3,chống lại
4430,resistance,noun,c1,/rɪˈzɪstəns/,/rɪˈzɪstəns/,"dislike of or opposition to a plan, an idea, etc.; the act of refusing to obey",As with all new ideas it met with resistance.,resistance_uk.mp3,resistance_us.mp3,phản kháng
4431,resolution,noun,b2,/ˌrezəˈluːʃn/,/ˌrezəˈluːʃn/,a definite decision to do or not to do something,"Have you made any New Year's resolutions (= for example, to give up smoking from 1 January)?",resolution_uk.mp3,resolution_us.mp3,độ phân giải
4432,resolve,verb,b2,/rɪˈzɒlv/,/rɪˈzɑːlv/,to find an acceptable solution to a problem or difficulty,"resolve something, to resolve an issue/a dispute/a conflict/a crisis",resolve_uk.mp3,resolve_us.mp3,giải quyết
4433,resort,noun,b2,/rɪˈzɔːt/,/rɪˈzɔːrt/,a place where a lot of people go on holiday,seaside/mountain resorts,resort_uk.mp3,resort_us.mp3,resort
4434,resource,noun,b1,/rɪˈsɔːs/,/ˈriːsɔːrs/,"a supply of something that a country, an organization or a person has and can use, especially to increase their wealth",the exploitation of minerals and other natural resources,resource_uk.mp3,resource_us.mp3,nguồn lực
4435,respect,noun,b1,/rɪˈspekt/,/rɪˈspekt/,a strong feeling of approval of somebody/something because of their good qualities or achievements,I have the utmost respect for her and her work.,respect_uk.mp3,respect_us.mp3,tôn trọng
4436,respect,verb,b1,/rɪˈspekt/,/rɪˈspekt/,to have a very good opinion of somebody/something; to admire somebody/something,I respect Jack's opinion on most subjects.,respect_uk.mp3,respect_us.mp3,tôn trọng
4437,respective,adjective,c1,/rɪˈspektɪv/,/rɪˈspektɪv/,belonging or relating separately to each of the people or things already mentioned,They are each recognized specialists in their respective fields.,respective_uk.mp3,respective_us.mp3,tương ứng
4438,respectively,adverb,c1,/rɪˈspektɪvli/,/rɪˈspektɪvli/,in the same order as the people or things already mentioned,"Julie and Mark, aged 17 and 19 respectively",respectively_uk.mp3,respectively_us.mp3,tương ứng
4439,respond,verb,a2,/rɪˈspɒnd/,/rɪˈspɑːnd/,to give a spoken or written answer to somebody/something,"I asked him his name, but he didn't respond.",respond_uk.mp3,respond_us.mp3,trả lời
4440,response,noun,a2,/rɪˈspɒns/,/rɪˈspɑːns/,a spoken or written answer,She made no response.,response_uk.mp3,response_us.mp3,phản hồi
4441,responsibility,noun,b1,/rɪˌspɒnsəˈbɪləti/,/rɪˌspɑːnsəˈbɪləti/,"a duty to deal with or take care of somebody/something, so that you may be blamed if something goes wrong",to be in a position of responsibility,responsibility_uk.mp3,responsibility_us.mp3,trách nhiệm
4442,responsible,adjective,b1,/rɪˈspɒnsəbl/,/rɪˈspɑːnsəbl/,"having the job or duty of doing something or taking care of somebody/something, so that you may be blamed if something goes wrong","responsible for doing something, Mike is responsible for designing the entire project.",responsible_uk.mp3,responsible_us.mp3,chịu trách nhiệm
4443,rest,noun,a2,/rest/,/rest/,the part of something that remains,Take what you want and throw the rest away.,rest_uk.mp3,rest_us.mp3,phần còn lại
4444,rest,verb,a2,/rest/,/rest/,"to relax, sleep or do nothing after a period of activity or illness; to not use a part of your body for some time",The doctor told me to rest.,rest_uk.mp3,rest_us.mp3,nghỉ ngơi
4445,restaurant,noun,a1,/ˈrestrɒnt/,/ˈrestrɑːnt/,a place where you can buy and eat a meal,We're going to try this Italian restaurant that just opened.,restaurant_uk.mp3,restaurant_us.mp3,nhà hàng
4446,restoration,noun,c1,/ˌrestəˈreɪʃn/,/ˌrestəˈreɪʃn/,"the work of repairing and cleaning an old building, a painting, etc. so that its condition is as good as it originally was",restoration work,restoration_uk.mp3,restoration_us.mp3,khôi phục
4447,restore,verb,b2,/rɪˈstɔː(r)/,/rɪˈstɔːr/,to bring back a situation or feeling that existed before,"restore something, The measures are intended to restore public confidence in the economy.",restore_uk.mp3,restore_us.mp3,khôi phục
4448,restraint,noun,c1,/rɪˈstreɪnt/,/rɪˈstreɪnt/,"a rule, a fact, an idea, etc. that limits or controls what people can do",The government has imposed export restraints on some products.,restraint_uk.mp3,restraint_us.mp3,hạn chế
4449,restrict,verb,b2,/rɪˈstrɪkt/,/rɪˈstrɪkt/,"to limit the size, amount or range of something","restrict something to something, Speed is restricted to 30 mph in towns.",restrict_uk.mp3,restrict_us.mp3,hạn chế
4450,restriction,noun,b2,/rɪˈstrɪkʃn/,/rɪˈstrɪkʃn/,a rule or law that limits what you can do or what can happen,import/speed/travel restrictions,restriction_uk.mp3,restriction_us.mp3,hạn chế
4451,result,noun,a1,/rɪˈzʌlt/,/rɪˈzʌlt/,a thing that is caused or produced because of something else,And did your intervention produce the desired result?,result_uk.mp3,result_us.mp3,kết quả
4452,result,verb,b1,/rɪˈzʌlt/,/rɪˈzʌlt/,to make something happen,A heavy frost could result in loss of the crop.,result_uk.mp3,result_us.mp3,kết quả
4453,resume,verb,c1,/rɪˈzjuːm/,/rɪˈzuːm/,"if you resume an activity, or if it resumes, it begins again or continues after being interrupted","resume (something), to resume talks/negotiations",resume_uk.mp3,resume_us.mp3,sơ yếu lý lịch
4454,retail,noun,b2,/ˈriːteɪl/,/ˈriːteɪl/,"the selling of goods to the public, usually through shops",The recommended retail price is £9.99.,retail_uk.mp3,retail_us.mp3,bán lẻ
4455,retain,verb,b2,/rɪˈteɪn/,/rɪˈteɪn/,to keep something; to continue to have something,to retain your independence,retain_uk.mp3,retain_us.mp3,giữ lại
4456,retire,verb,b1,/rɪˈtaɪə(r)/,/rɪˈtaɪər/,"to leave your job and stop working, especially because you have reached a particular age or because you are ill; to tell somebody they must stop doing their job",He is retiring next year after 30 years with the company.,retire_uk.mp3,retire_us.mp3,nghỉ hưu
4457,retired,adjective,b1,/rɪˈtaɪəd/,/rɪˈtaɪərd/,having retired from work,a retired doctor/teacher/officer/general,retired_uk.mp3,retired_us.mp3,đã nghỉ hưu
4458,retirement,noun,b2,/rɪˈtaɪəmənt/,/rɪˈtaɪərmənt/,"the fact of leaving your job and stopping work, usually because you have reached a particular age; the time when you do this","At 60, he was now approaching retirement.",retirement_uk.mp3,retirement_us.mp3,nghỉ hưu
4459,retreat,noun,c1,/rɪˈtriːt/,/rɪˈtriːt/,a movement away from a place or an enemy because of danger or defeat,Napoleon’s retreat from Moscow,retreat_uk.mp3,retreat_us.mp3,rút lui
4460,retreat,verb,c1,/rɪˈtriːt/,/rɪˈtriːt/,to move away from a place or an enemy because you are in danger or because you have been defeated,The army was forced to retreat after suffering heavy losses.,retreat_uk.mp3,retreat_us.mp3,rút lui
4461,retrieve,verb,c1,/rɪˈtriːv/,/rɪˈtriːv/,"to bring or get something back, especially from a place where it should not be","retrieve something from somebody/something, She bent to retrieve her comb from the floor.",retrieve_uk.mp3,retrieve_us.mp3,lấy lại
4462,return,noun,a1,/rɪˈtɜːn/,/rɪˈtɜːrn/,the action of arriving in or coming back to a place that you were in before,"return of somebody to…, A week had passed since their return to Geneva. ",return_uk.mp3,return_us.mp3,return
4463,return,verb,a1,/rɪˈtɜːn/,/rɪˈtɜːrn/,to come or go back from one place to another,I waited a long time for him to return.,return_uk.mp3,return_us.mp3,return
4464,reveal,verb,b2,/rɪˈviːl/,/rɪˈviːl/,to make something known to somebody,"reveal something, to reveal a secret",reveal_uk.mp3,reveal_us.mp3,tiết lộ
4465,revelation,noun,c1,/ˌrevəˈleɪʃn/,/ˌrevəˈleɪʃn/,"a fact that people are made aware of, especially one that has been secret and is surprising","revelation about/concerning something, startling/sensational revelations about her private life",revelation_uk.mp3,revelation_us.mp3,sự mặc khải
4466,revenge,noun,c1,/rɪˈvendʒ/,/rɪˈvendʒ/,something that you do in order to make somebody suffer because they have made you suffer,"revenge for something, She is seeking revenge for the murder of her husband.",revenge_uk.mp3,revenge_us.mp3,trả thù
4467,revenue,noun,b2,/ˈrevənjuː/,/ˈrevənuː/,"the money that a government receives from taxes or that an organization, etc. receives from its business",The government is currently facing a shortfall in tax revenue.,revenue_uk.mp3,revenue_us.mp3,doanh thu
4468,reverse,adjective,c1,/rɪˈvɜːs/,/rɪˈvɜːrs/,opposite to what has been mentioned,to travel in the reverse direction,reverse_uk.mp3,reverse_us.mp3,đảo ngược
4469,reverse,noun,c1,/rɪˈvɜːs/,/rɪˈvɜːrs/,the opposite of what has just been mentioned,This problem is the reverse of the previous one.,reverse_uk.mp3,reverse_us.mp3,đảo ngược
