rank,word,part_of_speech,hanja,explanation,nikl_level,topik_level,meaning_vi
,주간05,명사,,주간 계획,중급,,kế hoạch hàng tuần
,주간05,의존명사,,주간 계획,중급,,kế hoạch hàng tuần
5552.0,주거02,명사,住居,,,C,
2698.0,주고받다,동사,,이야기를,중급,C,kể một câu chuyện
,주관적,관형사,,주관적 생각,중급,,suy nghĩ chủ quan
7620.0,주관적,명사,主觀的,주관적 생각,중급,C,suy nghĩ chủ quan
4553.0,주년02,의존명사,周年,,,C,
101.0,주다01,동사,,선물을,초급,A,một món quà
23.0,주다01,보조 용언,,,,A,
641.0,주로01,부사,主-,주로 말하다,초급,B,chủ yếu nói
5973.0,주름01,명사,,이 생기다,중급,C,Điều này xảy ra
8546.0,주름살,명사,,,,C,
1933.0,주말02,명사,週末,을 보내다,초급,A,gửi
2348.0,주머니,명사,,에 넣다,초급,B,đưa vào
2699.0,주먹,명사,,을 쥐다,중급,B,giữ
,주목03,명사,,을 끌다,중급,,lôi kéo
5816.0,주무시다,동사,,잠을,초급,B,ngủ
10247.0,주문03,명사,呪文,,,C,
4467.0,주문04,명사,注文,을 받다,초급,C,nhận được
5408.0,주문하다01,동사,注文-,,,B,
507.0,주민,명사,住民,이 모이다,중급,C,tập hợp lại với nhau
3660.0,주방05,명사,廚房,에서 요리하다,중급,C,nấu ăn
654.0,주변04,명사,周邊,주변 환경,초급,B,môi trường xung quanh
1765.0,주부03,명사,主婦,로 살다,초급,B,sống như
5409.0,주사13,명사,注射,를 맞다,초급,B,đánh
4836.0,주소01,명사,住所,를 적다,초급,A,viết ra
5553.0,주스,명사,,juice; 를 마시다,초급,A,nước ép; uống
1835.0,주식03,명사,株式,에 투자하다,중급,C,đầu tư vào
1489.0,주어지다,동사,,기회가,중급,C,có một cơ hội
1058.0,주요01,명사,主要,주요 인물,중급,B,nhân vật chính
4380.0,주요하다,형용사,主要-,,,C,
743.0,주위02,명사,周圍,눈 주위,초급,B,quanh mắt
,주유소,명사,,에서 일하다,중급,,làm việc tại
3330.0,주의07,명사,注意,를 시카다,중급,C,ve sầu
3949.0,주의하다01,동사,注意-,,,C,
825.0,주인01,명사,主人,가게 주인,초급,A,người bán hàng
1310.0,주인공,명사,主人公,으로 나오다,중급,B,đi ra ngoài
,주일03,명사,,이번 주일,초급,,chủ nhật tuần này
9340.0,주일03,의존명사,週日,이번 주일,초급,C,chủ nhật tuần này
729.0,주장03,명사,主張,을 내세우다,중급,C,đưa ra
503.0,주장하다01,동사,主張-,,,B,
3016.0,주저앉다,동사,,바닥에,중급,C,trên sàn
9783.0,주전자,명사,酒煎子,에 물을 끓이다,중급,C,đun sôi nước trong
836.0,주제04,명사,主題,대화 주제,중급,B,chủ đề cuộc trò chuyện
14862.0,주차04,명사,駐車,주차 위반,초급,B,vi phạm đỗ xe
,주차권,명사,,을 사다,중급,,mua
,주차료,명사,,를 내다,중급,,dập tắt
5143.0,주차장,명사,駐車場,에 세우다,초급,B,cài đặt
19443.0,주차하다01,동사,駐車-,,,B,
1478.0,주택,명사,住宅,을 짓다,중급,B,xây dựng
5144.0,주한02,명사,駐韓,,,C,
,주황색,명사,,색깔,초급,,màu sắc
8218.0,죽03,부사,,줄을 ~ 긋다,,C,vẽ một đường
4381.0,죽07,명사,粥,을 끓이다,중급,B,đun sôi
231.0,죽다01,동사,,굶어 ~; 사람이,초급,A,Chết đói~; người
6308.0,죽다01,보조 용언,,심심해 ~,,B,Tôi chán quá~
985.0,죽음01,명사,,을 맞다,중급,B,đánh
1215.0,죽이다01,동사,,굶겨 ~; 쥐를,중급,B,Đói ~; chuột
1074.0,준비,명사,準備,출근 준비,초급,A,Chuẩn bị sẵn sàng cho công việc
5554.0,준비되다,동사,準備-,,,B,
3950.0,준비물,명사,準備物,을 챙기다,중급,B,chăm sóc
1107.0,준비하다,동사,準備-,,,A,
1205.0,줄01,명사,,~로 감다; 을 감다,초급,B,gió với; kết thúc
343.0,줄04,의존명사,,방법,,B,phương pháp
5673.0,줄거리01,명사,,를 얘기하다,중급,C,nói về
3130.0,줄곧,부사,,줄곧 생각하다,중급,C,lúc nào cũng nghĩ
2325.0,줄기01,명사,,식물 줄기,중급,B,thân cây
,줄넘기,명사,,를 하다,중급,,LÀM
2810.0,줄다,동사,,크기가,초급,B,kích cỡ
8219.0,줄무늬,명사,,를 그리다,중급,B,vẽ tranh
1704.0,줄어들다,동사,,숫자가,중급,C,số
896.0,줄이다,동사,,소리를,초급,B,âm thanh
2781.0,줍다01,동사,,쓰레기를,초급,B,rác
,중01,명사,,불교,중급,,phật giáo
66.0,중04,의존명사,中,회의 중,초급,B,trong cuộc họp
1681.0,중간01,명사,中間,집과 학교의 중간,초급,B,Giữa nhà và trường
5819.0,중계방송,명사,中繼放送,,,C,
,중고01,명사,,중고 자동차,중급,,xe đã qua sử dụng
,중고차,명사,,를 사다,중급,,mua
,중고품,명사,,을 팔다,중급,,bán
,중국,고유 명사,中國,,,A,
,중국01,명사,,나라 ,초급,,quốc gia
19454.0,중국어,명사,中國語,로 말하다,중급,A,nói chuyện với
,중국인,명사,,을 만나다,중급,,gặp
11408.0,중국집,명사,中國-,에 주문하다,초급,B,ra lệnh cho
,중급,명사,,중급 수준,중급,,trình độ trung cấp
5145.0,중년01,명사,中年,,,C,
5674.0,중단04,명사,中斷,운행 중단,중급,C,gián đoạn dịch vụ
5555.0,중단되다,동사,中斷-,,,C,
4554.0,중단하다,동사,中斷-,,,C,
4555.0,중대하다01,형용사,重大-,,,C,
5820.0,중독01,명사,中毒,을 일으키다,중급,C,gây ra
2879.0,중반03,명사,中盤,에 들어서다,중급,C,đi vào
3051.0,중부03,명사,中部,중부 지방,중급,C,miền trung
1823.0,중세02,명사,中世,,,C,
2048.0,중소기업,명사,中小企業,에 취직하다,중급,C,có được một công việc tại
5283.0,중순,명사,中旬,내달 중순,중급,C,giữa tháng sau
,중식,명사,,중국 음식,중급,,đồ ăn trung quốc
36464.0,중식80,명사,中食,중국 음식,,C,đồ ăn trung quốc
308.0,중심01,명사,中心,서울의 중심,초급,B,trung tâm seoul
4556.0,중심지,명사,中心地,경제의 중심지,중급,C,trung tâm kinh tế
872.0,중앙01,명사,中央,무대 중앙,초급,C,sân khấu trung tâm
3839.0,중얼거리다,동사,,혼자 중얼거리다,중급,C,lẩm bẩm một mình
5974.0,중요02,명사,重要,중요 자료,초급,B,thông tin quan trọng
2725.0,중요성,명사,重要性,을 지니다,중급,B,có
5556.0,중요시하다,동사,重要視-,,,C,
220.0,중요하다02,형용사,重要-,,,A,
1996.0,중학교,명사,中學校,에 입학하다,초급,A,đăng ký vào
5053.0,중학생,명사,中學生,이 되다,초급,A,trở nên
,중형차,명사,,를 운전하다,중급,,lái xe
3250.0,쥐02,명사,,동물,중급,B,động vật
1413.0,쥐다01,동사,,주먹을 ~,중급,B,Nắm tay đi~
267.0,즉01,부사,卽,"즉, 다시 말해서",중급,B,"Nói cách khác,"
7918.0,즉석,명사,卽席,으로 만들다,중급,C,làm
2611.0,즉시,명사,卽時,즉시 시작하다,중급,B,bắt đầu ngay lập tức
3203.0,즐거움,명사,,을 느끼다,중급,B,cảm thấy
9345.0,즐거워하다,동사,,매우 즐거워하다,초급,B,rất hạnh phúc
1002.0,즐겁다,형용사,,마음이,초급,A,trái tim
687.0,즐기다01,동사,,휴가를,초급,B,đi nghỉ
2513.0,증가01,명사,增加,인구 증가,중급,C,tăng trưởng dân số
1441.0,증가하다01,동사,增加-,,,C,
2146.0,증거,명사,證據,를 찾다,중급,C,tìm kiếm
2014.0,증권01,명사,證券,,,C,
3017.0,증권사,명사,證券社,,,C,
,증명,명사,,을 하다,중급,,LÀM
,증명서,명사,,를 발급하다,중급,,vấn đề
3296.0,증명하다,동사,證明-,,,C,
2271.0,증상01,명사,症狀,감기 증상,중급,B,triệu chứng cảm lạnh
4021.0,증세01,명사,症勢,가 악화되다,중급,B,trở nên tồi tệ hơn
688.0,지02,의존명사,,만난 ~ 오래되다,,B,Đã gặp ~ Đã lâu rồi
5284.0,지각04,명사,知覺,이 들다,중급,C,Nâng cái này lên
,지각05,명사,,을 하다,초급,,LÀM
3888.0,지갑03,명사,紙匣,에 넣다,초급,A,đưa vào
5411.0,지겹다,형용사,,공부가,중급,C,học
2296.0,지경02,의존명사,地境,,,C,
2811.0,지구03,명사,地區,,,B,
773.0,지구04,명사,地球,에 살다,중급,B,sống ở
3778.0,지극히,부사,至極-,지극히 간단하다,중급,C,Nó cực kỳ đơn giản.
176.0,지금03,명사,只今,지금부터,초급,A,Từ giờ trở đi
195.0,지금03,부사,只今,지금부터,초급,A,Từ giờ trở đi
6894.0,지금껏,부사,只今-,지금껏 모르다,중급,C,Tôi không biết cho đến bây giờ
5821.0,지급01,명사,支給,이자 지급,중급,C,trả lãi
3841.0,지급하다01,동사,支給-,,,C,
961.0,지나가다,동사,,시간이,초급,B,thời gian
97.0,지나다,동사,,시간이,초급,B,thời gian
4237.0,지나치다,동사,,욕심이,중급,C,tham
1059.0,지나치다,형용사,,욕심이,중급,B,tham
4022.0,지난날,명사,,을 기억하다,중급,C,nhớ
1643.0,지난달,명사,,시간,초급,A,giờ
3331.0,지난번,명사,-番,시간,초급,B,giờ
7371.0,지난주,명사,-週,시간,초급,A,giờ
523.0,지난해,명사,,시간,초급,B,giờ
600.0,지내다01,동사,,잘 지내다,초급,A,chúc bạn có thời gian vui vẻ
10254.0,지능,명사,知能,이 높다,중급,C,Cái này cao
477.0,지니다,동사,,돈을,중급,C,tiền bạc
2751.0,지다02,동사,,해가 ~,중급,B,Mặt trời~
3204.0,지다03,동사,,경기에서; 전쟁에 ~,초급,B,Trong một trận đấu; Chiến tranh~
5147.0,지다04,동사,,그늘이 ~,,C,Bóng râm~
1776.0,지다05,동사,,등에 ~; 배낭을,중급,B,ở mặt sau ~; một chiếc ba lô
1888.0,지대07,명사,地帶,,,C,
1901.0,지도03,명사,地圖,를 보다,초급,A,nhìn thấy
2372.0,지도09,명사,指導,를 받다,중급,C,nhận được
1682.0,지도자,명사,指導者,를 뽑다,중급,C,kéo ra
6137.0,지도하다,동사,指導-,,,C,
4161.0,지루하다01,형용사,,수업이,초급,C,lớp học
1644.0,지르다03,동사,,소리를 ~,초급,B,Tạo ra âm thanh~
6896.0,지름길,명사,,로 가다,중급,C,đi tới
,지리산,고유 명사,智異山,,,C,
275.0,지방05,명사,地方,남쪽 지방,초급,B,khu vực phía Nam
7920.0,지방09,명사,脂肪,식물성 지방,중급,C,chất béo thực vật
1954.0,지배하다01,동사,支配-,,,C,
,지불02,명사,,비용 지불,중급,,trả chi phí
4102.0,지불하다01,동사,支拂-,,,C,
2478.0,지붕,명사,,에 올라가다,중급,B,đi lên
3605.0,지속되다,동사,持續-,,,C,
2586.0,지속적,명사,持續的,,,C,
2103.0,지시02,명사,指示,를 하다,중급,C,LÀM
2880.0,지시하다,동사,指示-,,,C,
822.0,지식02,명사,知識,을 얻다,중급,C,lấy
2373.0,지식인,명사,知識人,지식인 사회,중급,C,xã hội trí thức
162.0,지역03,명사,地域,서울 지역,중급,B,khu vực Seoul
,지옥,명사,,에 떨어지다,중급,,rơi vào
11421.0,지우개,명사,,로 지우다,초급,A,xóa bằng
2812.0,지우다01,동사,,낙서를 ~; 지우개로,초급,A,vẽ nguệch ngoạc ~; với cục tẩy
9788.0,지우다05,동사,,짐을 ~,,C,hành lý~
8224.0,지워지다,동사,,,,C,
1032.0,지원02,명사,支援,생활비 지원,중급,C,Hỗ trợ chi phí sinh hoạt
,지원07,명사,,지원 동기,중급,,động lực để áp dụng
2479.0,지원하다01,동사,支援-,,,C,
1902.0,지위04,명사,地位,가 높다,중급,C,cao
8225.0,지저분하다,형용사,,길이,중급,C,chiều dài
6138.0,지적01,명사,知的,,,C,
1621.0,지적05,명사,指摘,을 받다,중급,C,nhận được
3297.0,지적되다,동사,指摘-,,,C,
976.0,지적하다,동사,指摘-,,,C,
5557.0,지점01,명사,支店,,,C,
3298.0,지점03,명사,地點,,,B,
,지정14,명사,,지정 좌석,중급,,chỗ ngồi dành riêng
2700.0,지지06,명사,支持,,,C,
6897.0,지진02,명사,地震,이 발생하다,중급,C,điều này xảy ra
3131.0,지출01,명사,支出,이 늘다,중급,C,Điều này làm tăng
2258.0,지치다01,동사,,몸이; 일에 ~,중급,B,thân hình; Ở nơi làm việc ~
1786.0,지켜보다,동사,,몰래 지켜보다,중급,C,bí mật theo dõi
381.0,지키다01,동사,,나라를,초급,B,đất nước
,지퍼,명사,,를 올리다,중급,,nâng lên
8943.0,지폐,명사,紙幣,를 세다,중급,C,đếm
1745.0,지하,명사,地下,로 내려가다,초급,A,đi xuống
11424.0,지하도,명사,地下道,를 건너다,초급,B,đi qua
,지하실,명사,,로 내려가다,중급,,đi xuống
1755.0,지하철,명사,地下鐵,을 타다,초급,A,lái
,지하철역,명사,,에 도착하다,초급,,đến
1934.0,지혜02,명사,智慧,를 모으다,중급,C,sưu tầm
,지혜롭다,형용사,,생각이,중급,,nghĩ
5285.0,직선01,명사,直線,직선 도로,중급,C,đường thẳng
1578.0,직업,명사,職業,을 구하다,초급,B,cứu
1187.0,직원03,명사,職員,을 모집하다,초급,B,tuyển dụng
1052.0,직장05,명사,職場,에 다니다,초급,B,đi tới
7629.0,직장인,명사,職場人,이 출근하다,중급,C,đi làm
2978.0,직전02,명사,直前,,,C,
2942.0,직접,명사,直接,직접 만나다,초급,B,gặp trực tiếp
561.0,직접,부사,直接,직접 만나다,초급,B,gặp trực tiếp
,직접적,관형사,,직접적 이유,중급,,lý do trực tiếp
2049.0,직접적,명사,直接的,직접적 이유,중급,C,lý do trực tiếp
,직진02,명사,,으로 가다,중급,,đi tới
2015.0,직후,명사,直後,식사 직후,중급,C,Ngay sau khi ăn
4024.0,진급,명사,進級,,,C,
3205.0,진단02,명사,診斷,을 받다,중급,C,nhận được
,진단서,명사,,를 떼다,중급,,cởi
5559.0,진단하다,동사,診斷-,,,C,
7378.0,진달래,명사,,,,B,
6689.0,진동03,명사,振動,이 울리다,중급,C,Chiếc nhẫn này
6139.0,진로02,명사,進路,를 결정하다,중급,C,quyết định
6489.0,진료,명사,診療,,,C,
1766.0,진리,명사,眞理,를 깨닫다,중급,C,nhận ra
,진술02,명사,,을 듣다,중급,,lắng nghe
2050.0,진실02,명사,眞實,을 말하다,중급,C,nói chuyện
8945.0,진실로,부사,眞實-,,,C,
5822.0,진실하다,형용사,眞實-,,,C,
7630.0,진심01,명사,眞心,으로 축하하다,중급,C,ăn mừng với
,진정하다01,형용사,,진정한 친구,중급,,người bạn thật sự
2374.0,진지하다,형용사,眞摯-,태도가,중급,C,thái độ
2480.0,진짜,명사,眞-,진짜 괜찮다,초급,B,Nó thực sự ổn
1431.0,진짜,부사,眞-,진짜 괜찮다,초급,B,Nó thực sự ổn
16173.0,진찰02,명사,診察,을 받다,중급,C,nhận được
2782.0,진출02,명사,進出,사회 진출,중급,B,thăng tiến trong xã hội
3662.0,진출하다02,동사,進出-,,,C,
8226.0,진통01,명사,陣痛,,,C,
,진통제,명사,,를 먹다,중급,,ăn
3018.0,진하다01,형용사,津-,안개가,초급,B,sương mù
,진학,명사,,진학 상담,중급,,Tư vấn tuyển sinh
2297.0,진행02,명사,進行,이 순조롭다,중급,C,Cái này mượt mà
1246.0,진행되다,동사,進行-,,,B,
6140.0,진행자,명사,進行者,뉴스 진행자,중급,C,phát thanh viên
2587.0,진행하다,동사,進行-,,,B,
,-질11,접사,,가위질,중급,,Kéo
2667.0,질08,명사,質,이 좋다,중급,B,điều này tốt
1144.0,질문,명사,質問,에 답하다,초급,A,trả lời
7634.0,질문하다,동사,質問-,,,A,
3206.0,질병02,명사,疾病,을 치료하다,중급,C,đối xử
607.0,질서03,명사,秩序,를 유지하다,중급,B,duy trì
4942.0,질적,명사,質的,,,C,
,질투,명사,,가 나다,중급,,đi ra ngoài
2538.0,짐01,명사,,을 싸다,초급,B,đóng gói
,짐승,명사,,을 잡다,중급,,nắm lấy
5414.0,짐작,명사,斟酌,도 못하다,중급,C,Tôi thậm chí không thể làm điều đó
2979.0,짐작하다,동사,斟酌-,,,C,
49.0,집01,명사,,에 살다,초급,A,sống ở
1756.0,집다01,동사,,손가락으로,중급,B,bằng ngón tay của bạn
552.0,집단,명사,集團,을 이루다,중급,C,đạt được
4736.0,집단적,명사,集團的,,,C,
,집들이,명사,,에 초대하다,초급,,mời đến
,집세,명사,,를 내다,중급,,dập tắt
1213.0,집안01,명사,,이 편안하다,중급,B,Điều này thật thoải mái
4468.0,집안일,명사,,을 보다,초급,C,nhìn thấy
3333.0,집어넣다,동사,,감옥에,중급,C,trong tù
2243.0,집중02,명사,集中,시선 집중,중급,B,tập trung chú ý
3163.0,집중되다,동사,集中-,,,C,
,집중적,관형사,,집중적 관심,중급,,tập trung chú ý
4560.0,집중적,명사,集中的,집중적 관심,중급,C,tập trung chú ý
9354.0,집중하다02,동사,集中-,,,C,
1525.0,짓01,명사,,나쁜 짓,중급,B,việc ác
247.0,짓다01,동사,,집을,초급,B,căn nhà
,짖다,동사,,강아지가,중급,,Con chó con
2482.0,짙다02,형용사,,색깔이,중급,B,màu sắc
2944.0,짚다01,동사,,지팡이를,중급,C,cây gậy
3207.0,짜다01,동사,,관을 ~; 목도리를,중급,C,quan tài ~; Một chiếc khăn quàng cổ
5057.0,짜다02,동사,,빨래를 ~; 치약을,중급,C,Giặt đồ ~; kem đánh răng
9356.0,짜다03,형용사,,맛이; 음식이 ~,초급,A,nếm; Đồ ăn~
,-짜리02,접사,,백 원짜리,중급,,100 won
3663.0,짜증,명사,,을 내다,초급,B,dập tắt
9357.0,짜증스럽다,형용사,,말투가,중급,C,Cách bạn nói
1622.0,짝01,명사,,~이 맞다; 을 맞추다,초급,C,~ là đúng; cuộc thi đấu
,짝수,명사,,홀수,중급,,số lẻ
,짠맛,명사,,이 나다,중급,,Đây là tôi
