"expression","reading","meaning","tags","guid","meaning_vi"
"滅ぼす","ほろぼす","to destroy, to overthrow, to ruin","JLPT_1 JLPT","eOA1)SbQq#","phá hủy, lật đổ, hủy hoại"
"本格","ほんかく","propriety, full-scale","JLPT_1 JLPT","DzD$oDSZg.","đúng mức, toàn diện"
"本館","ほんかん","main building","JLPT_1 JLPT","rO)PGxv/$V","tòa nhà chính"
"本気","ほんき","seriousness, truth, sanctity","JLPT_1 JLPT","m?pL_oxeK4","sự nghiêm túc, sự thật, sự thiêng liêng"
"本国","ほんごく","one's own country","JLPT_1 JLPT","HviGkp(Y>O","đất nước của chính mình"
"本質","ほんしつ","essence, true nature, reality","JLPT_1 JLPT","HQcPpLF4DH","bản chất, bản chất thực sự, thực tế"
"本体","ほんたい","substance, body, trunk","JLPT_1 JLPT","f]jl3TlH~,","chất, cơ thể, thân cây"
"本音","ほんね","(one's) real intention, motive","JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese","Li:D?QHH;~","(của một người) ý định thực sự, động cơ"
"本能","ほんのう","instinct","JLPT_1 JLPT","LYsP`F`>Yc","bản năng"
"本場","ほんば","home, best place, genuine","JLPT_1 JLPT","L1wT%E>`J`","nhà, nơi tốt nhất, chính hãng"
"ポンプ","ポンプ","pump","JLPT_1 JLPT","iq>r8*xxvq","bơm"
"本文","ほんぶん","text (of document), body (of letter)","JLPT_1 JLPT","OPcHo]s_IF","văn bản (của tài liệu), nội dung (của bức thư)"
"本名","ほんみょう","real name","JLPT_1 JLPT","tgSVI-BSzp","tên thật"
"マーク","マーク","mark","JLPT_1 JLPT","xSmh(Hx|6s","đánh dấu"
"マイ～","マイ～","my ~, one's own ~","JLPT_1 JLPT","M3C.y[*%DG","~ của tôi, của riêng mình ~"
"マイクロフォン","マイクロフォン","microphone","JLPT_1 JLPT","O(^,e1PC5c","micro"
"埋蔵","まいぞう","buried property, treasure trove","JLPT_1 JLPT","x=IBNay?qY","tài sản bị chôn giấu, kho báu"
"舞う","まう","to dance, to flutter about, to revolve","JLPT_1 JLPT","E~)$*yPg`;","nhảy múa, rung chuyển, xoay tròn"
"真上","まうえ","just above, right overhead","JLPT_1 JLPT","d)IsOG^B=)","ngay phía trên, ngay trên đầu"
"前売","まえうり","advance sale, booking","JLPT_1 JLPT","bq0PjYAHh(","bán trước, đặt chỗ"
"前置き","まえおき","preface, introduction","JLPT_1 JLPT","w66ywP/&&4","lời nói đầu, lời giới thiệu"
"任す","まかす","to entrust, to leave to a person","JLPT_1 JLPT","p:ILhp([Gw","giao phó, để lại cho một người"
"負かす","まかす","to defeat","JLPT_1 JLPT","qi|Hx;t;6u","đánh bại"
"賄う","まかなう","to give board to, to provide meals, to pay","JLPT_1 JLPT","z7=~3@j0#5","cung cấp chỗ ở, cung cấp bữa ăn, trả tiền"
"紛らわしい","まぎらわしい","confusing, misleading, ambiguous","JLPT_1 JLPT","h,2f1PppwU","khó hiểu, gây nhầm lẫn, mơ hồ"
"紛れる","まぎれる","to be diverted, to slip into","JLPT_1 JLPT","d#WX3KXSxZ","bị chuyển hướng, trượt vào"
"真心","まごころ","sincerity, devotion","JLPT_1 JLPT","D6e()w&]x>","sự chân thành, tận tâm"
"まごつく","まごつく","to be confused, to be flustered","JLPT_1 JLPT","f/~oJkW$x!","bị bối rối, bị bối rối"
"誠","まこと","truth, faith, fidelity","JLPT_1 JLPT","t$vv<u=?i:","sự thật, đức tin, lòng trung thành"
"誠に","まことに","indeed, really (very polite), absolutely","JLPT_1 JLPT Genki_Ln.20 Genki","P/8R*Tv!+F","thực sự, thực sự (rất lịch sự), hoàn toàn"
"まさしく","まさしく","surely, no doubt, evidently","JLPT_1 JLPT","zuz5Xe$DuA","chắc chắn, không còn nghi ngờ gì nữa, rõ ràng"
"勝る","まさる","to excel, to surpass, to out-rival","JLPT_1 JLPT","t<|1#xSX&T","vượt trội, vượt trội, hơn đối thủ"
"～増し","～まし","~increase","JLPT_1 JLPT","z5+QCF_t-U","~tăng"
"交える","まじえる","to mix, to converse with, to cross (swords)","JLPT_1 JLPT","B~3MEZXI+!","trộn lẫn, trò chuyện với, giao nhau (kiếm)"
"真下","ました","right under, directly below","JLPT_1 JLPT","Iz;A7a]fD~","ngay dưới, ngay bên dưới"
"まして","まして","still more, still less (with neg. verb), to say nothing of","JLPT_1 JLPT","PY/0T[blt;","còn nhiều hơn, vẫn ít hơn (với động từ phủ định), không nói gì về"
"交わる","まじわる","to cross, to intersect, to mingle with,","JLPT_1 JLPT","mS|?u$Z<><","đi qua, giao nhau, hòa nhập với,"
"麻酔","ますい","anesthesia","JLPT_1 JLPT","mw>M%F[]D,","gây tê"
"またがる (うまを～)","またがる (うまを～)","to straddle","JLPT_1 JLPT","uN3HnTL61M","ngồi trên chân"
"待ち合わせ","まちあわせ","appointment","JLPT_1 JLPT","IyY!Ll1/sj","cuộc hẹn"
"待ち遠しい","まちどおしい","looking forward to","JLPT_1 JLPT","w+0{4=a9>3","mong chờ"
"待ち望む","まちのぞむ","to look anxiously for, to wait eagerly for","JLPT_1 JLPT","CwJO9mIIMV","háo hức trông đợi, háo hức chờ đợi"
"まちまち","まちまち","various, different","JLPT_1 JLPT","Ddw`;bcVVc","khác nhau, khác nhau"
"末期","まっき","deathbed, hour of death","JLPT_1 JLPT","GQt+3/1&iv","giường bệnh, giờ chết"
"真っ二つ","まっぷたつ","in two equal parts","JLPT_1 JLPT","rhE|8rVnO$","thành hai phần bằng nhau"
"まと","まと","mark, target","JLPT_1 JLPT","Q*)wm/p9we","đánh dấu, mục tiêu"
"纏まり","まとまり","conclusion, settlement, consistency","JLPT_1 JLPT","z55#c:D.,?","kết luận, giải quyết, nhất quán"
"纏め","まとめ","settlement, conclusion","JLPT_1 JLPT","oa&iF{vs})","giải quyết, kết luận"
"免れる","まぬがれる","to escape from, to be exempted","JLPT_1 JLPT","s%K15EwNfz","thoát khỏi, được miễn trừ"
"招き","まねき","invitation","JLPT_1 JLPT","yU~T`=>LDi","lời mời"
"瞬き","まばたき","wink, twinkling (of stars), flicker (of light)","JLPT_1 JLPT","P9XKDg!![C","nháy mắt, nhấp nháy (của các ngôi sao), nhấp nháy (của ánh sáng)"
"麻痺","まひ","paralysis, palsy, numbness","JLPT_1 JLPT","E,_FTp$2/<","tê liệt, bại liệt, tê liệt"
"～まみれ","～まみれ","covered with (by, in) ~","JLPT_1 JLPT","sqX,LlH3-A","được bao phủ bởi (bởi, trong) ~"
"眉","まゆ","eyebrow","JLPT_1 JLPT","s]w/H=It~C","lông mày"
"鞠","まり","ball","JLPT_1 JLPT","L0Js7PDQey","quả bóng"
"丸ごと","まるごと","in its entirety, whole, wholly","JLPT_1 JLPT","oAOL{@?a=y","toàn bộ, toàn bộ, hoàn toàn"
"まるっきり","まるっきり","completely, perfectly, just as if","JLPT_1 JLPT","roz]qfa`JS","hoàn toàn, hoàn hảo, cứ như thể"
"丸々","まるまる","completely","JLPT_1 JLPT","eV$3aB(/)x","hoàn toàn"
"丸める","まるめる","to make round, to round off, to roll up","JLPT_1 JLPT","Nd=%r[H=>c","làm tròn, làm tròn, cuộn lại"
"満月","まんげつ","full moon","JLPT_1 JLPT","dZR3ROGpT$","trăng tròn"
"満場","まんじょう","unanimous, whole audience","JLPT_1 JLPT","ffiOG%*5K_","toàn thể khán giả nhất trí"
"真ん前","まんまえ","right in front, under the nose","JLPT_1 JLPT","B[GBnZiI4Z","ngay phía trước, dưới mũi"
"真ん丸い","まんまるい","perfectly circular","JLPT_1 JLPT","F)+$.BY>]K","hình tròn hoàn hảo"
"真ん円い","まんまるい","perfectly round","JLPT_1 JLPT","l73GW43&1I","tròn hoàn hảo"
"～味","～み","~ cast (sense of taste)","JLPT_1 JLPT","JZMc!Ve6^U","~ đúc (vị giác)"
"見合い","みあい","formal marriage interview","JLPT_1 JLPT","dP:cnU(>Lf","phỏng vấn hôn nhân chính thức"
"見合わせる","みあわせる","to exchange glances; to postpone","JLPT_1 JLPT","o0gE$9N?58","để trao đổi cái nhìn; hoãn lại"
"見落とす","みおとす","to overlook, to fail to notice","JLPT_1 JLPT","pxrQq~WN~>","bỏ qua, không để ý tới"
"未開","みかい","savage land, backward region, uncivilized","JLPT_1 JLPT","A5z6h|*?{|","đất hoang, lạc hậu, kém văn minh"
"味覚","みかく","taste, palate, sense of taste","JLPT_1 JLPT","lw?sswB?B?","vị giác, vị giác, vị giác"
"幹","みき","(tree) trunk","JLPT_1 JLPT","l4N|@LrpFp","(cây) thân cây"
"見苦しい","みぐるしい","unsightly, ugly","JLPT_1 JLPT","zoS)q7/,pA","khó coi, xấu xí"
"見込み","みこみ","prospects, expectation, hope","JLPT_1 JLPT","AJ2+ju9lav","triển vọng, kỳ vọng, hi vọng"
"未婚","みこん","unmarried","JLPT_1 JLPT","y~*KiMDApr","chưa kết hôn"
"未熟","みじゅく","inexperience, unskilled, immature","JLPT_1 JLPT","Mm``I-uL4c","thiếu kinh nghiệm, chưa có tay nghề, chưa trưởng thành"
"微塵","みじん","particle, atom","JLPT_1 JLPT","xr|L`N8dB@","hạt, nguyên tử"
"水気","みずけ","moisture, dampness","JLPT_1 JLPT","AAG,tXSTs&","độ ẩm, độ ẩm"
"ミスプリント","ミスプリント","misprint","JLPT_1 JLPT","MN~t-y(9f/","in sai"
"みすぼらしい","みすぼらしい","shabby, seedy","JLPT_1 JLPT","zZ?|#(.Ue2","tồi tàn, tồi tàn"
"ミセス","ミセス","Mrs.","JLPT_1 JLPT","FN(%bDaCYE","Bà."
"見せびらかす","みせびらかす","to show off, to flaunt","JLPT_1 JLPT","vp0up+%&~4","phô trương, phô trương"
"見せ物","みせもの","show, exhibition","JLPT_1 JLPT","Cc24XA|;u.","trình diễn, triển lãm"
"溝","みぞ","ditch, drain, gutter, gap","JLPT_1 JLPT","k,R(3N{_j9","mương, cống, rãnh, khe hở"
"満たす","みたす","to satisfy, to ingratiate, to fill, to fulfill","JLPT_1 JLPT","B44j~=|$C}","làm thỏa mãn, lấy lòng, lấp đầy, đáp ứng"
"乱す","みだす","to throw out of order, to disarrange, to disturb","JLPT_1 JLPT","C%T3isV/48","làm mất trật tự, làm xáo trộn, làm xáo trộn"
"乱れる","みだれる","to get confused, to be disordered, to be disturbed","JLPT_1 JLPT","KLJg{.X@t^","bị bối rối, bị rối loạn, bị bối rối"
"未知","みち","not yet known","JLPT_1 JLPT","LJ513rxoTO","vẫn chưa được biết"
"身近","みぢか","near oneself, close to one, familiar","JLPT_1 JLPT","bkRa/9L=lh","gần mình, gần ai, quen thuộc"
"導く","みちびく","to be guided, to be shown","JLPT_1 JLPT","A,UwJ4E[I_","được hướng dẫn, được thể hiện"
"密集","みっしゅう","crowd, close formation, dense","JLPT_1 JLPT","iiclZ|l}Fq","đám đông, đội hình chặt chẽ, dày đặc"
"密接","みっせつ","connected, close, intimate","JLPT_1 JLPT","o{R4~BmT^x","kết nối, gần gũi, thân mật"
"密度","みつど","density","JLPT_1 JLPT","t`MF+}P~d:","Tỉ trọng"
"見積もり","みつもり","estimation, quotation","JLPT_1 JLPT","KD?@iY>SQH","ước tính, báo giá"
"未定","みてい","not yet fixed, undecided, pending","JLPT_1 JLPT","Q}7[YRL|?=","chưa được xác định, chưa quyết định, đang chờ xử lý"
"見通し","みとおし","perspective, unobstructed view, prospect","JLPT_1 JLPT","hHCL?CdIG]","quan điểm, tầm nhìn không bị cản trở, triển vọng"
"見なす","みなす","to consider as, to regard","JLPT_1 JLPT","E8w4wKW7Y]","coi như, coi trọng"
"源","みなもと","source, origin","JLPT_1 JLPT","zO=gu0Zqs*","nguồn gốc, nguồn gốc"
"見習う","みならう","to follow another's example","JLPT_1 JLPT","p&yDgKca2!","noi gương người khác"
"身なり","みなり","personal appearance","JLPT_1 JLPT","s|<m`9tUtv","ngoại hình cá nhân"
"峰","みね","peak, ridge","JLPT_1 JLPT","wx-mVJq6fi","đỉnh, sườn núi"
"身の上","みのうえ","one's future, one's welfare, one's personal history","JLPT_1 JLPT","j-p$+}.^ac","tương lai của một người, phúc lợi của một người, lịch sử cá nhân của một người"
"見逃す","みのがす","to miss, to overlook, to leave at large","JLPT_1 JLPT","IsG@e1nb*B","bỏ lỡ, bỏ qua, bỏ đi"
"身の回り","みのまわり","one's personal appearance, personal belongings","JLPT_1 JLPT","[(&,B0kXN","diện mạo cá nhân, đồ dùng cá nhân"
"見計らう","みはからう","to choose at one's own discretion","JLPT_1 JLPT","z8AN&Zq,!-","để lựa chọn theo ý riêng của mình"
"見晴らし","みはらし","view","JLPT_1 JLPT","h3a00LHX8h","xem"
"身振り","みぶり","gesture","JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.11","Lm.Fj=%/7a","cử chỉ"
"脈","みゃく","pulse","JLPT_1 JLPT","C|`|>zxQM+","xung"
"ミュージック","ミュージック","music","JLPT_1 JLPT","t9mG6QGvsw","âm nhạc"
"未練","みれん","lingering affection, attachment, regret(s)","JLPT_1 JLPT","B=cwZ~017_","tình cảm còn sót lại, sự gắn bó, sự hối tiếc"
"見渡す","みわたす","to look out over, to survey (scene), to take an extensive view of","JLPT_1 JLPT","x&]mO6(]ee","nhìn ra, khảo sát (cảnh), có cái nhìn bao quát về"
"民宿","みんしゅく","private house providing lodging and meals to tourists","JLPT_1 JLPT Intermediate_Japanese_Ln.10 Intermediate_Japanese","yy/1y<3;Yk","nhà riêng cung cấp chỗ ở và bữa ăn cho khách du lịch"
"民族","みんぞく","people, race","JLPT_1 JLPT","p>p/|sT6Jg","mọi người, chủng tộc"
"民俗","みんぞく","folk customs","JLPT_1 JLPT","M(tc2N/}z{","phong tục dân gian"
"無意味","むいみ","nonsense, no meaning","JLPT_1 JLPT","B9C6%m[4lF","vô nghĩa, không có ý nghĩa gì"
"ムード","ムード","mood","JLPT_1 JLPT","JZzdb{.Zc^","tâm trạng"
"無口","むくち","reticence","JLPT_1 JLPT","z:Ts^0TQ4#","sự dè dặt"
"婿","むこ","son-in-law","JLPT_1 JLPT","bX1GlIQN8L","con rể"
"無効","むこう","invalid, no effect, unavailable","JLPT_1 JLPT","EqE:ixA-k+","không hợp lệ, không có hiệu lực, không có sẵn"
"無言","むごん","silence","JLPT_1 JLPT","fZ{o?TF{7B","im lặng"
"無邪気","むじゃき","innocence, simple-mindedness","JLPT_1 JLPT","L)xB!4E<k?","sự hồn nhiên, sự ngây thơ"
"むしる","むしる","to pluck, to pick, to tear","JLPT_1 JLPT",".d8S>K-=k","nhổ, hái, xé"
"結び","むすび","ending, conclusion, union","JLPT_1 JLPT","d{_<>*~x%J","sự kết thúc, sự kết thúc, sự kết hợp"
"結び付き","むすびつき","connection, relation","JLPT_1 JLPT","O3KGVopE,2","sự kết nối, mối quan hệ"
"結び付く","むすびつく","to be connected or related, to join together","JLPT_1 JLPT","EMFAQ1Kh)m","được kết nối hoặc liên quan, tham gia cùng nhau"
"結び付ける","むすびつける","to combine, to join, to tie on, to attach with a knot","JLPT_1 JLPT","fRB2/x*X`A","kết hợp, nối, buộc vào, gắn bằng nút thắt"
"無線","むせん","wireless, radio","JLPT_1 JLPT","y?)Jdm`O>c","không dây, đài phát thanh"
"無駄遣い","むだづかい","waste money on, squander money on","JLPT_1 JLPT Genki_Ln.22 Genki","O?A,`d=isH","phung phí tiền vào, phung phí tiền vào"
"無断","むだん","without permission, without notice","JLPT_1 JLPT","I$Ua7qpQZH","không có sự cho phép, không có thông báo"
"無知","むち","ignorance","JLPT_1 JLPT","g+^m*mx.<r","sự thiếu hiểu biết"
"無茶","むちゃ","absurd, unreasonable","JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese","AEYrHxjg#f","vô lý, vô lý"
"無茶苦茶","むちゃくちゃ","confused, jumbled, mixed up, unreasonable","JLPT_1 JLPT","KCqc4.UxPr","lộn xộn, lộn xộn, lộn xộn, vô lý"
"空しい","むなしい","vacant, futile, vain","JLPT_1 JLPT","P|:1(IV_+~","trống rỗng, vô ích, vô ích"
"無念","むねん","chagrin, regret","JLPT_1 JLPT","b;piP^Vw+j","sự thất vọng, tiếc nuối"
"無能","むのう","inefficiency, incompetence","JLPT_1 JLPT","izu(:0$`9@","sự kém hiệu quả, sự kém cỏi"
"無闇に","むやみに","unreasonably, absurdly, at random","JLPT_1 JLPT","N)&c#LP7Bq","một cách vô lý, một cách vô lý, một cách ngẫu nhiên"
"無用","むよう","useless, needlessness, unnecessariness","JLPT_1 JLPT","Oc`U#P0i,-","sự vô dụng, sự không cần thiết, sự không cần thiết"
"斑","むら","unevenness, inconsistency, irregularity","JLPT_1 JLPT","ejP4z=)m?O","sự không đồng đều, sự không nhất quán, sự không đều đặn"
"群がる","むらがる","to swarm, to gather","JLPT_1 JLPT","vyc%)s7Efv","tập hợp lại, tập hợp lại"
"無論","むろん","of course, naturally","JLPT_1 JLPT","I(9V_xrT80","tất nhiên, tất nhiên"
"名産","めいさん","noted product","JLPT_1 JLPT","KN>?5r|..h","sản phẩm được chú ý"
"名称","めいしょう","name","JLPT_1 JLPT","P!9gSFK*GV","tên"
"命中","めいちゅう","a hit","JLPT_1 JLPT","Qq0/BP{lJ:","một cú đánh"
"明白","めいはく","obvious, clear","JLPT_1 JLPT","g|K4[<><hX","rõ ràng, rõ ràng"
"名簿","めいぼ","register of names","JLPT_1 JLPT","xkhYhi]K-$","đăng ký tên"
"名誉","めいよ","honor, credit, prestige","JLPT_1 JLPT","PiLIi1%_ER","danh dự, uy tín, uy tín"
"明瞭","めいりょう","clarity","JLPT_1 JLPT","s[dks,f=+A","sự rõ ràng"
"明朗","めいろう","bright, clear, cheerful","JLPT_1 JLPT","Kzdx<dR.%]","tươi sáng, rõ ràng, vui vẻ"
"メーカー","メーカー","manufacturer","JLPT_1 JLPT","r)Eust:VuL","nhà sản xuất"
"目方","めかた","weight","JLPT_1 JLPT","unS}*nsB,_","cân nặng"
"恵み","めぐみ","blessing","JLPT_1 JLPT","gdikXkV`X<","phước lành"
"恵む","めぐむ","to bless, to show mercy to","JLPT_1 JLPT","u_D+Zdxyy/","chúc phúc, tỏ lòng thương xót đối với"
"目覚しい","めざましい","brilliant, remarkable","JLPT_1 JLPT","z8UKuy,l`d","rực rỡ, đáng chú ý"
"目覚める","めざめる","to wake up","JLPT_1 JLPT","~I1tdEiJ_","thức dậy"
"召す","めす","to call, to send for, to put on","JLPT_1 JLPT","K%!n2|&<A0","gọi, gửi, mặc vào"
"雌","めす","female (animal)","JLPT_1 JLPT","EW)C>Dc!w6","con cái (động vật)"
"目付き","めつき","look, expression of the eyes, eyes","JLPT_1 JLPT","MWZLbZ@^R+","cái nhìn, biểu hiện của đôi mắt, đôi mắt"
"滅亡","めつぼう","downfall, collapse, destruction","JLPT_1 JLPT","v,{^w}Wj5u","sự sụp đổ, sự sụp đổ, sự phá hủy"
"メディア","メディア","media","JLPT_1 JLPT","A?+IR*&l/Z","phương tiện truyền thông"
"目途","めど","goal, outlook","JLPT_1 JLPT","iewKY)jVg]","mục tiêu, tầm nhìn"
"目盛","めもり","scale, gradations","JLPT_1 JLPT","q0F+,vU3vc","thang đo, cấp độ"
"メロディー","メロディー","melody","JLPT_1 JLPT","coHp=(F!o=","giai điệu"
"面会","めんかい","interview","JLPT_1 JLPT","QB;1.39?j>","phỏng vấn"
"免除","めんじょ","exemption, exoneration, discharge","JLPT_1 JLPT","ro}g@BYFqK","miễn trừ, miễn tội, giải ngũ"
"面する","めんする","to face on, to look out on to","JLPT_1 JLPT","oK/f+%co{~","đối mặt, nhìn ra"
"面目","めんぼく","face, honor, reputation","JLPT_1 JLPT","xl=a%LW1Mr","bộ mặt, danh dự, danh tiếng"
